IC_L_7: t= 0.10, L= 453.00, L_straight= 451.00, slack=  2.00, T_bat= 1.65, Fy= 0.04, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 217.80, L= 522.04, L_straight= 458.62, slack= 63.42, T_bat= 51.43, Fy=-0.07, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 217.90, L= 522.05, L_straight= 458.56, slack= 63.49, T_bat= 20.60, Fy=-0.13, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 218.00, L= 522.06, L_straight= 458.50, slack= 63.56, T_bat= 51.46, Fy=-0.07, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 218.10, L= 522.07, L_straight= 458.45, slack= 63.62, T_bat= 20.57, Fy=-0.13, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 218.20, L= 522.08, L_straight= 458.39, slack= 63.69, T_bat= 51.50, Fy=-0.07, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 218.30, L= 522.09, L_straight= 458.34, slack= 63.76, T_bat= 20.54, Fy=-0.13, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 218.40, L= 522.10, L_straight= 458.28, slack= 63.82, T_bat= 51.53, Fy=-0.07, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 218.50, L= 522.12, L_straight= 458.22, slack= 63.89, T_bat= 20.51, Fy=-0.13, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 218.60, L= 522.12, L_straight= 458.17, slack= 63.96, T_bat= 51.57, Fy=-0.07, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 218.70, L= 522.14, L_straight= 458.11, slack= 64.03, T_bat= 20.47, Fy=-0.13, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 218.80, L= 522.15, L_straight= 458.05, slack= 64.09, T_bat= 51.60, Fy=-0.07, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 218.90, L= 522.16, L_straight= 458.00, slack= 64.16, T_bat= 20.44, Fy=-0.13, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 219.00, L= 522.17, L_straight= 457.94, slack= 64.22, T_bat= 51.64, Fy=-0.07, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 219.10, L= 522.18, L_straight= 457.89, slack= 64.29, T_bat= 20.41, Fy=-0.13, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 219.20, L= 522.19, L_straight= 457.83, slack= 64.36, T_bat= 51.67, Fy=-0.07, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 219.30, L= 522.20, L_straight= 457.77, slack= 64.43, T_bat= 20.38, Fy=-0.13, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 219.40, L= 522.21, L_straight= 457.72, slack= 64.49, T_bat= 51.71, Fy=-0.07, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 219.50, L= 522.22, L_straight= 457.66, slack= 64.56, T_bat= 20.35, Fy=-0.13, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 219.60, L= 522.23, L_straight= 457.61, slack= 64.63, T_bat= 51.74, Fy=-0.07, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 219.70, L= 522.25, L_straight= 457.55, slack= 64.70, T_bat= 20.31, Fy=-0.13, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 219.80, L= 522.25, L_straight= 457.49, slack= 64.76, T_bat= 51.78, Fy=-0.07, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 219.90, L= 522.27, L_straight= 457.44, slack= 64.83, T_bat= 20.28, Fy=-0.13, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 220.00, L= 522.28, L_straight= 457.38, slack= 64.89, T_bat= 51.81, Fy=-0.07, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 220.10, L= 522.29, L_straight= 457.33, slack= 64.96, T_bat= 20.25, Fy=-0.13, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 220.20, L= 522.30, L_straight= 457.27, slack= 65.03, T_bat= 51.85, Fy=-0.07, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 220.30, L= 522.31, L_straight= 457.21, slack= 65.10, T_bat= 20.22, Fy=-0.13, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 220.40, L= 522.32, L_straight= 457.16, slack= 65.16, T_bat= 51.88, Fy=-0.07, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 220.50, L= 522.33, L_straight= 457.10, slack= 65.23, T_bat= 20.18, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 220.60, L= 522.34, L_straight= 457.04, slack= 65.30, T_bat= 51.92, Fy=-0.07, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 220.70, L= 522.35, L_straight= 456.99, slack= 65.36, T_bat= 20.15, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 220.80, L= 522.36, L_straight= 456.93, slack= 65.43, T_bat= 51.96, Fy=-0.07, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 220.90, L= 522.37, L_straight= 456.88, slack= 65.50, T_bat= 20.12, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 221.00, L= 522.38, L_straight= 456.82, slack= 65.56, T_bat= 51.99, Fy=-0.07, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 221.10, L= 522.40, L_straight= 456.76, slack= 65.63, T_bat= 20.09, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 221.20, L= 522.40, L_straight= 456.71, slack= 65.70, T_bat= 52.03, Fy=-0.07, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 221.30, L= 522.42, L_straight= 456.65, slack= 65.77, T_bat= 20.05, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 221.40, L= 522.43, L_straight= 456.60, slack= 65.83, T_bat= 52.06, Fy=-0.07, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 221.50, L= 522.44, L_straight= 456.54, slack= 65.90, T_bat= 20.02, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 221.60, L= 522.45, L_straight= 456.48, slack= 65.96, T_bat= 52.10, Fy=-0.07, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 221.70, L= 522.46, L_straight= 456.43, slack= 66.03, T_bat= 19.99, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 221.80, L= 522.47, L_straight= 456.37, slack= 66.10, T_bat= 52.13, Fy=-0.07, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 221.90, L= 522.48, L_straight= 456.32, slack= 66.17, T_bat= 19.96, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 222.00, L= 522.49, L_straight= 456.26, slack= 66.23, T_bat= 52.17, Fy=-0.07, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 222.10, L= 522.50, L_straight= 456.20, slack= 66.30, T_bat= 19.93, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 222.20, L= 522.51, L_straight= 456.15, slack= 66.37, T_bat= 52.20, Fy=-0.07, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 222.30, L= 522.53, L_straight= 456.09, slack= 66.44, T_bat= 19.89, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 222.40, L= 522.53, L_straight= 456.03, slack= 66.50, T_bat= 52.24, Fy=-0.07, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 222.50, L= 522.55, L_straight= 455.98, slack= 66.57, T_bat= 19.86, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 222.60, L= 522.56, L_straight= 455.92, slack= 66.63, T_bat= 52.27, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 222.70, L= 522.57, L_straight= 455.87, slack= 66.70, T_bat= 19.83, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 222.80, L= 522.58, L_straight= 455.81, slack= 66.77, T_bat= 52.31, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 222.90, L= 522.59, L_straight= 455.75, slack= 66.84, T_bat= 19.80, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 223.00, L= 522.60, L_straight= 455.70, slack= 66.90, T_bat= 52.34, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 223.10, L= 522.61, L_straight= 455.64, slack= 66.97, T_bat= 19.76, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 223.20, L= 522.62, L_straight= 455.59, slack= 67.03, T_bat= 52.38, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 223.30, L= 522.63, L_straight= 455.53, slack= 67.10, T_bat= 19.73, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 223.40, L= 522.64, L_straight= 455.47, slack= 67.17, T_bat= 52.41, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 223.50, L= 522.66, L_straight= 455.42, slack= 67.24, T_bat= 19.70, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 223.60, L= 522.66, L_straight= 455.36, slack= 67.30, T_bat= 52.45, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 223.70, L= 522.68, L_straight= 455.31, slack= 67.37, T_bat= 19.67, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 223.80, L= 522.69, L_straight= 455.25, slack= 67.44, T_bat= 52.49, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 223.90, L= 522.70, L_straight= 455.19, slack= 67.51, T_bat= 19.64, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 224.00, L= 522.71, L_straight= 455.14, slack= 67.57, T_bat= 52.52, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 224.10, L= 522.72, L_straight= 455.08, slack= 67.64, T_bat= 19.60, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 224.20, L= 522.73, L_straight= 455.02, slack= 67.70, T_bat= 52.56, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 224.30, L= 522.74, L_straight= 454.97, slack= 67.77, T_bat= 19.57, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 224.40, L= 522.75, L_straight= 454.91, slack= 67.84, T_bat= 52.59, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 224.50, L= 522.76, L_straight= 454.86, slack= 67.91, T_bat= 19.54, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 224.60, L= 522.77, L_straight= 454.80, slack= 67.97, T_bat= 52.63, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 224.70, L= 522.78, L_straight= 454.74, slack= 68.04, T_bat= 19.51, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 224.80, L= 522.79, L_straight= 454.69, slack= 68.11, T_bat= 52.66, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 224.90, L= 522.81, L_straight= 454.63, slack= 68.17, T_bat= 19.47, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 225.00, L= 522.81, L_straight= 454.58, slack= 68.24, T_bat= 52.70, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 225.10, L= 522.83, L_straight= 454.52, slack= 68.31, T_bat= 19.44, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 225.20, L= 522.84, L_straight= 454.46, slack= 68.37, T_bat= 52.73, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 225.30, L= 522.85, L_straight= 454.41, slack= 68.44, T_bat= 19.41, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 225.40, L= 522.86, L_straight= 454.35, slack= 68.51, T_bat= 52.77, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 225.50, L= 522.87, L_straight= 454.29, slack= 68.58, T_bat= 19.38, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 225.60, L= 522.88, L_straight= 454.24, slack= 68.64, T_bat= 52.80, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 225.70, L= 522.89, L_straight= 454.18, slack= 68.71, T_bat= 19.35, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 225.80, L= 522.90, L_straight= 454.13, slack= 68.77, T_bat= 52.84, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 225.90, L= 522.91, L_straight= 454.07, slack= 68.84, T_bat= 19.31, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 226.00, L= 522.92, L_straight= 454.01, slack= 68.91, T_bat= 52.87, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 226.10, L= 522.94, L_straight= 453.96, slack= 68.98, T_bat= 19.28, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 226.20, L= 522.94, L_straight= 453.90, slack= 69.04, T_bat= 52.91, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 226.30, L= 522.96, L_straight= 453.85, slack= 69.11, T_bat= 19.25, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 226.40, L= 522.97, L_straight= 453.79, slack= 69.18, T_bat= 52.94, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 226.50, L= 522.98, L_straight= 453.73, slack= 69.25, T_bat= 19.22, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 226.60, L= 522.99, L_straight= 453.68, slack= 69.31, T_bat= 52.98, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 226.70, L= 523.00, L_straight= 453.62, slack= 69.38, T_bat= 19.18, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 226.80, L= 523.01, L_straight= 453.57, slack= 69.44, T_bat= 53.01, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 226.90, L= 523.02, L_straight= 453.51, slack= 69.51, T_bat= 19.15, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 227.00, L= 523.03, L_straight= 453.45, slack= 69.58, T_bat= 53.05, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 227.10, L= 523.04, L_straight= 453.40, slack= 69.65, T_bat= 19.12, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 227.20, L= 523.05, L_straight= 453.34, slack= 69.71, T_bat= 53.08, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 227.30, L= 523.07, L_straight= 453.28, slack= 69.78, T_bat= 19.09, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 227.40, L= 523.07, L_straight= 453.23, slack= 69.85, T_bat= 53.12, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 227.50, L= 523.09, L_straight= 453.17, slack= 69.91, T_bat= 19.06, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 227.60, L= 523.10, L_straight= 453.12, slack= 69.98, T_bat= 53.15, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 227.70, L= 523.11, L_straight= 453.06, slack= 70.05, T_bat= 19.02, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 227.80, L= 523.12, L_straight= 453.00, slack= 70.11, T_bat= 53.19, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 227.90, L= 523.13, L_straight= 452.95, slack= 70.18, T_bat= 18.99, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 228.00, L= 523.14, L_straight= 452.89, slack= 70.25, T_bat= 53.23, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 228.10, L= 523.15, L_straight= 452.84, slack= 70.32, T_bat= 18.96, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 228.20, L= 523.16, L_straight= 452.78, slack= 70.38, T_bat= 53.26, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 228.30, L= 523.17, L_straight= 452.72, slack= 70.45, T_bat= 18.93, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 228.40, L= 523.18, L_straight= 452.67, slack= 70.51, T_bat= 53.30, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 228.50, L= 523.20, L_straight= 452.61, slack= 70.58, T_bat= 18.89, Fy=-0.14, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 228.60, L= 523.20, L_straight= 452.56, slack= 70.65, T_bat= 53.33, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 228.70, L= 523.22, L_straight= 452.50, slack= 70.72, T_bat= 18.86, Fy=-0.15, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 228.80, L= 523.22, L_straight= 452.44, slack= 70.78, T_bat= 53.37, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 228.90, L= 523.24, L_straight= 452.39, slack= 70.85, T_bat= 18.83, Fy=-0.15, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 229.00, L= 523.25, L_straight= 452.33, slack= 70.92, T_bat= 53.40, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 229.10, L= 523.26, L_straight= 452.27, slack= 70.98, T_bat= 18.80, Fy=-0.15, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 229.20, L= 523.27, L_straight= 452.22, slack= 71.05, T_bat= 53.44, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 229.30, L= 523.28, L_straight= 452.16, slack= 71.12, T_bat= 18.77, Fy=-0.15, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 229.40, L= 523.29, L_straight= 452.11, slack= 71.18, T_bat= 53.47, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 229.50, L= 523.30, L_straight= 452.05, slack= 71.25, T_bat= 18.73, Fy=-0.15, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 229.60, L= 523.31, L_straight= 451.99, slack= 71.32, T_bat= 53.51, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 229.70, L= 523.32, L_straight= 451.94, slack= 71.39, T_bat= 18.70, Fy=-0.15, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 229.80, L= 523.33, L_straight= 451.88, slack= 71.45, T_bat= 53.54, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 229.90, L= 523.35, L_straight= 451.83, slack= 71.52, T_bat= 18.67, Fy=-0.15, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 230.00, L= 523.35, L_straight= 451.77, slack= 71.58, T_bat= 53.58, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 230.10, L= 523.37, L_straight= 451.71, slack= 71.65, T_bat= 18.64, Fy=-0.15, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 230.20, L= 523.38, L_straight= 451.66, slack= 71.72, T_bat= 53.61, Fy=-0.08, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 230.30, L= 523.39, L_straight= 451.60, slack= 71.79, T_bat= 18.61, Fy=-0.15, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 230.40, L= 523.40, L_straight= 451.55, slack= 71.85, T_bat= 53.65, Fy=-0.09, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 230.50, L= 523.41, L_straight= 451.49, slack= 71.92, T_bat= 18.57, Fy=-0.15, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 230.60, L= 523.42, L_straight= 451.43, slack= 71.99, T_bat= 53.68, Fy=-0.09, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 230.70, L= 523.43, L_straight= 451.38, slack= 72.06, T_bat= 18.54, Fy=-0.15, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 230.80, L= 523.44, L_straight= 451.32, slack= 72.12, T_bat= 53.72, Fy=-0.09, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 230.90, L= 523.45, L_straight= 451.27, slack= 72.19, T_bat= 18.51, Fy=-0.15, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 231.00, L= 523.46, L_straight= 451.21, slack= 72.25, T_bat= 53.75, Fy=-0.09, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 231.10, L= 523.48, L_straight= 451.15, slack= 72.32, T_bat= 18.48, Fy=-0.15, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 231.20, L= 523.48, L_straight= 451.10, slack= 72.39, T_bat= 53.79, Fy=-0.09, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 231.30, L= 523.50, L_straight= 451.04, slack= 72.46, T_bat= 18.45, Fy=-0.15, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 231.40, L= 523.51, L_straight= 450.98, slack= 72.52, T_bat= 53.82, Fy=-0.09, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 231.50, L= 523.52, L_straight= 450.93, slack= 72.59, T_bat= 18.41, Fy=-0.15, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 231.60, L= 523.53, L_straight= 450.87, slack= 72.65, T_bat= 53.86, Fy=-0.09, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 231.70, L= 523.54, L_straight= 450.82, slack= 72.72, T_bat= 18.38, Fy=-0.15, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 231.80, L= 523.55, L_straight= 450.76, slack= 72.79, T_bat= 53.89, Fy=-0.09, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 231.90, L= 523.56, L_straight= 450.70, slack= 72.86, T_bat= 18.35, Fy=-0.15, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 232.00, L= 523.57, L_straight= 450.65, slack= 72.92, T_bat= 53.93, Fy=-0.09, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 232.10, L= 523.58, L_straight= 450.59, slack= 72.99, T_bat= 18.32, Fy=-0.15, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 232.20, L= 523.59, L_straight= 450.54, slack= 73.06, T_bat= 53.96, Fy=-0.09, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
IC_L_7: t= 232.30, L= 523.61, L_straight= 450.48, slack= 73.13, T_bat= 18.29, Fy=-0.15, desired= -1.00, ret=  0.08, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 232.40, L= 523.61, L_straight= 450.42, slack= 73.19, T_bat= 54.00, Fy=-0.09, desired=  1.00, ret=  0.13, exp=T_HARD_ACC
