[SCEN] t=0.10 scen=Fx crit=(t>0:10) T_bat=0.04491421974583886 p=-10.00 L=12.00
[SCEN] t=0.10 scen=Fy crit=(t>0:-5) T_bat=0.04491421974583886 p=-10.00 L=12.00
IC_L_7: t= 0.10, L= 12.00, L_straight= 10.20, slack=  1.80, T_bat= 0.04, Fy=-0.00, desired=  0.00, ret=  0.00, exp=CATENARY_HOLD_ACC
IC_L_7: t= 225.80, L= 157.62, L_straight= 155.75, slack=  1.87, T_bat= 14.24, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 225.90, L= 157.68, L_straight= 155.81, slack=  1.87, T_bat= 14.24, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 226.00, L= 157.75, L_straight= 155.88, slack=  1.87, T_bat= 14.25, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 226.10, L= 157.82, L_straight= 155.95, slack=  1.87, T_bat= 14.26, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 226.20, L= 157.89, L_straight= 156.01, slack=  1.88, T_bat= 14.26, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 226.30, L= 157.96, L_straight= 156.08, slack=  1.88, T_bat= 14.27, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 226.40, L= 158.02, L_straight= 156.15, slack=  1.88, T_bat= 14.27, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 226.50, L= 158.09, L_straight= 156.21, slack=  1.88, T_bat= 14.28, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 226.60, L= 158.16, L_straight= 156.28, slack=  1.88, T_bat= 14.29, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 226.70, L= 158.23, L_straight= 156.35, slack=  1.88, T_bat= 14.29, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 226.80, L= 158.30, L_straight= 156.42, slack=  1.88, T_bat= 14.30, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 226.90, L= 158.36, L_straight= 156.48, slack=  1.88, T_bat= 14.30, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 227.00, L= 158.43, L_straight= 156.55, slack=  1.88, T_bat= 14.31, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 227.10, L= 158.50, L_straight= 156.62, slack=  1.88, T_bat= 14.32, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 227.20, L= 158.57, L_straight= 156.68, slack=  1.88, T_bat= 14.32, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 227.30, L= 158.64, L_straight= 156.75, slack=  1.88, T_bat= 14.33, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 227.40, L= 158.70, L_straight= 156.82, slack=  1.88, T_bat= 14.34, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 227.50, L= 158.77, L_straight= 156.89, slack=  1.89, T_bat= 14.34, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 227.60, L= 158.84, L_straight= 156.95, slack=  1.89, T_bat= 14.35, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 227.70, L= 158.91, L_straight= 157.02, slack=  1.89, T_bat= 14.35, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 227.80, L= 158.97, L_straight= 157.09, slack=  1.89, T_bat= 14.36, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 227.90, L= 159.04, L_straight= 157.15, slack=  1.89, T_bat= 14.37, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 228.00, L= 159.11, L_straight= 157.22, slack=  1.89, T_bat= 14.37, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 228.10, L= 159.18, L_straight= 157.29, slack=  1.89, T_bat= 14.38, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 228.20, L= 159.25, L_straight= 157.36, slack=  1.89, T_bat= 14.38, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 228.30, L= 159.31, L_straight= 157.42, slack=  1.89, T_bat= 14.39, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 228.40, L= 159.38, L_straight= 157.49, slack=  1.89, T_bat= 14.40, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 228.50, L= 159.45, L_straight= 157.56, slack=  1.89, T_bat= 14.40, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 228.60, L= 159.52, L_straight= 157.62, slack=  1.89, T_bat= 14.41, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 228.70, L= 159.59, L_straight= 157.69, slack=  1.90, T_bat= 14.42, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 228.80, L= 159.65, L_straight= 157.76, slack=  1.90, T_bat= 14.42, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 228.90, L= 159.72, L_straight= 157.82, slack=  1.90, T_bat= 14.43, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 229.00, L= 159.79, L_straight= 157.89, slack=  1.90, T_bat= 14.43, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 229.10, L= 159.86, L_straight= 157.96, slack=  1.90, T_bat= 14.44, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 229.20, L= 159.93, L_straight= 158.03, slack=  1.90, T_bat= 14.45, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 229.30, L= 159.99, L_straight= 158.09, slack=  1.90, T_bat= 14.45, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 229.40, L= 160.06, L_straight= 158.16, slack=  1.90, T_bat= 14.46, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 229.50, L= 160.13, L_straight= 158.23, slack=  1.90, T_bat= 14.46, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 229.60, L= 160.20, L_straight= 158.29, slack=  1.90, T_bat= 14.47, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 229.70, L= 160.26, L_straight= 158.36, slack=  1.90, T_bat= 14.48, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 229.80, L= 160.33, L_straight= 158.43, slack=  1.90, T_bat= 14.48, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 229.90, L= 160.40, L_straight= 158.50, slack=  1.90, T_bat= 14.49, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 230.00, L= 160.47, L_straight= 158.56, slack=  1.91, T_bat= 14.49, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 230.10, L= 160.54, L_straight= 158.63, slack=  1.91, T_bat= 14.50, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 230.20, L= 160.60, L_straight= 158.70, slack=  1.91, T_bat= 14.51, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 230.30, L= 160.67, L_straight= 158.76, slack=  1.91, T_bat= 14.51, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 230.40, L= 160.74, L_straight= 158.83, slack=  1.91, T_bat= 14.52, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 230.50, L= 160.81, L_straight= 158.90, slack=  1.91, T_bat= 14.53, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 230.60, L= 160.88, L_straight= 158.97, slack=  1.91, T_bat= 14.53, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 230.70, L= 160.94, L_straight= 159.03, slack=  1.91, T_bat= 14.54, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 230.80, L= 161.01, L_straight= 159.10, slack=  1.91, T_bat= 14.54, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 230.90, L= 161.08, L_straight= 159.17, slack=  1.91, T_bat= 14.55, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 231.00, L= 161.15, L_straight= 159.23, slack=  1.91, T_bat= 14.56, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 231.10, L= 161.22, L_straight= 159.30, slack=  1.91, T_bat= 14.56, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 231.20, L= 161.28, L_straight= 159.37, slack=  1.92, T_bat= 14.57, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 231.30, L= 161.35, L_straight= 159.44, slack=  1.92, T_bat= 14.57, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 231.40, L= 161.42, L_straight= 159.50, slack=  1.92, T_bat= 14.58, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 231.50, L= 161.49, L_straight= 159.57, slack=  1.92, T_bat= 14.59, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 231.60, L= 161.55, L_straight= 159.64, slack=  1.92, T_bat= 14.59, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 231.70, L= 161.62, L_straight= 159.70, slack=  1.92, T_bat= 14.60, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 231.80, L= 161.69, L_straight= 159.77, slack=  1.92, T_bat= 14.61, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 231.90, L= 161.76, L_straight= 159.84, slack=  1.92, T_bat= 14.61, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 232.00, L= 161.83, L_straight= 159.90, slack=  1.92, T_bat= 14.62, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 232.10, L= 161.89, L_straight= 159.97, slack=  1.92, T_bat= 14.62, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 232.20, L= 161.96, L_straight= 160.04, slack=  1.92, T_bat= 14.63, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 232.30, L= 162.03, L_straight= 160.11, slack=  1.92, T_bat= 14.64, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 232.40, L= 162.10, L_straight= 160.17, slack=  1.92, T_bat= 14.64, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 232.50, L= 162.17, L_straight= 160.24, slack=  1.93, T_bat= 14.65, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 232.60, L= 162.23, L_straight= 160.31, slack=  1.93, T_bat= 14.65, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 232.70, L= 162.30, L_straight= 160.37, slack=  1.93, T_bat= 14.66, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 232.80, L= 162.37, L_straight= 160.44, slack=  1.93, T_bat= 14.67, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 232.90, L= 162.44, L_straight= 160.51, slack=  1.93, T_bat= 14.67, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 233.00, L= 162.51, L_straight= 160.58, slack=  1.93, T_bat= 14.68, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 233.10, L= 162.57, L_straight= 160.64, slack=  1.93, T_bat= 14.68, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 233.20, L= 162.64, L_straight= 160.71, slack=  1.93, T_bat= 14.69, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 233.30, L= 162.71, L_straight= 160.78, slack=  1.93, T_bat= 14.70, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 233.40, L= 162.78, L_straight= 160.84, slack=  1.93, T_bat= 14.70, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 233.50, L= 162.84, L_straight= 160.91, slack=  1.93, T_bat= 14.71, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 233.60, L= 162.91, L_straight= 160.98, slack=  1.93, T_bat= 14.72, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 233.70, L= 162.98, L_straight= 161.05, slack=  1.94, T_bat= 14.72, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 233.80, L= 163.05, L_straight= 161.11, slack=  1.94, T_bat= 14.73, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 233.90, L= 163.12, L_straight= 161.18, slack=  1.94, T_bat= 14.73, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 234.00, L= 163.18, L_straight= 161.25, slack=  1.94, T_bat= 14.74, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 234.10, L= 163.25, L_straight= 161.31, slack=  1.94, T_bat= 14.75, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 234.20, L= 163.32, L_straight= 161.38, slack=  1.94, T_bat= 14.75, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 234.30, L= 163.39, L_straight= 161.45, slack=  1.94, T_bat= 14.76, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 234.40, L= 163.46, L_straight= 161.52, slack=  1.94, T_bat= 14.76, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 234.50, L= 163.52, L_straight= 161.58, slack=  1.94, T_bat= 14.77, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 234.60, L= 163.59, L_straight= 161.65, slack=  1.94, T_bat= 14.78, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 234.70, L= 163.66, L_straight= 161.72, slack=  1.94, T_bat= 14.78, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 234.80, L= 163.73, L_straight= 161.78, slack=  1.94, T_bat= 14.79, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 234.90, L= 163.80, L_straight= 161.85, slack=  1.94, T_bat= 14.80, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 235.00, L= 163.86, L_straight= 161.92, slack=  1.95, T_bat= 14.80, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 235.10, L= 163.93, L_straight= 161.98, slack=  1.95, T_bat= 14.81, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 235.20, L= 164.00, L_straight= 162.05, slack=  1.95, T_bat= 14.81, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 235.30, L= 164.07, L_straight= 162.12, slack=  1.95, T_bat= 14.82, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 235.40, L= 164.13, L_straight= 162.19, slack=  1.95, T_bat= 14.83, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 235.50, L= 164.20, L_straight= 162.25, slack=  1.95, T_bat= 14.83, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 235.60, L= 164.27, L_straight= 162.32, slack=  1.95, T_bat= 14.84, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 235.70, L= 164.34, L_straight= 162.39, slack=  1.95, T_bat= 14.84, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 235.80, L= 164.41, L_straight= 162.45, slack=  1.95, T_bat= 14.85, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 235.90, L= 164.47, L_straight= 162.52, slack=  1.95, T_bat= 14.86, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 236.00, L= 164.54, L_straight= 162.59, slack=  1.95, T_bat= 14.86, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 236.10, L= 164.61, L_straight= 162.66, slack=  1.95, T_bat= 14.87, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 236.20, L= 164.68, L_straight= 162.72, slack=  1.96, T_bat= 14.87, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 236.30, L= 164.75, L_straight= 162.79, slack=  1.96, T_bat= 14.88, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 236.40, L= 164.81, L_straight= 162.86, slack=  1.96, T_bat= 14.89, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 236.50, L= 164.88, L_straight= 162.92, slack=  1.96, T_bat= 14.89, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 236.60, L= 164.95, L_straight= 162.99, slack=  1.96, T_bat= 14.90, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 236.70, L= 165.02, L_straight= 163.06, slack=  1.96, T_bat= 14.91, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 236.80, L= 165.09, L_straight= 163.13, slack=  1.96, T_bat= 14.91, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 236.90, L= 165.15, L_straight= 163.19, slack=  1.96, T_bat= 14.92, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 237.00, L= 165.22, L_straight= 163.26, slack=  1.96, T_bat= 14.92, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 237.10, L= 165.29, L_straight= 163.33, slack=  1.96, T_bat= 14.93, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 237.20, L= 165.36, L_straight= 163.39, slack=  1.96, T_bat= 14.94, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 237.30, L= 165.43, L_straight= 163.46, slack=  1.96, T_bat= 14.94, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 237.40, L= 165.49, L_straight= 163.53, slack=  1.96, T_bat= 14.95, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 237.50, L= 165.56, L_straight= 163.60, slack=  1.97, T_bat= 14.95, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 237.60, L= 165.63, L_straight= 163.66, slack=  1.97, T_bat= 14.96, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 237.70, L= 165.70, L_straight= 163.73, slack=  1.97, T_bat= 14.97, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 237.80, L= 165.76, L_straight= 163.80, slack=  1.97, T_bat= 14.97, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 237.90, L= 165.83, L_straight= 163.86, slack=  1.97, T_bat= 14.98, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 238.00, L= 165.90, L_straight= 163.93, slack=  1.97, T_bat= 14.99, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 238.10, L= 165.97, L_straight= 164.00, slack=  1.97, T_bat= 14.99, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 238.20, L= 166.04, L_straight= 164.07, slack=  1.97, T_bat= 15.00, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 238.30, L= 166.10, L_straight= 164.13, slack=  1.97, T_bat= 15.00, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 238.40, L= 166.17, L_straight= 164.20, slack=  1.97, T_bat= 15.01, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 238.50, L= 166.24, L_straight= 164.27, slack=  1.97, T_bat= 15.02, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 238.60, L= 166.31, L_straight= 164.33, slack=  1.97, T_bat= 15.02, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 238.70, L= 166.38, L_straight= 164.40, slack=  1.98, T_bat= 15.03, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 238.80, L= 166.44, L_straight= 164.47, slack=  1.98, T_bat= 15.03, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 238.90, L= 166.51, L_straight= 164.53, slack=  1.98, T_bat= 15.04, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 239.00, L= 166.58, L_straight= 164.60, slack=  1.98, T_bat= 15.05, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 239.10, L= 166.65, L_straight= 164.67, slack=  1.98, T_bat= 15.05, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 239.20, L= 166.72, L_straight= 164.74, slack=  1.98, T_bat= 15.06, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 239.30, L= 166.78, L_straight= 164.80, slack=  1.98, T_bat= 15.06, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 239.40, L= 166.85, L_straight= 164.87, slack=  1.98, T_bat= 15.07, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 239.50, L= 166.92, L_straight= 164.94, slack=  1.98, T_bat= 15.08, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 239.60, L= 166.99, L_straight= 165.00, slack=  1.98, T_bat= 15.08, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
