[SCEN] t=0.10 scen=Fx crit=(t>0:10) T_bat=0.04491421974583886 p=-10.00 L=12.00
[SCEN] t=0.10 scen=Fy crit=(t>0:-5) T_bat=0.04491421974583886 p=-10.00 L=12.00
IC_L_7: t= 0.10, L= 12.00, L_straight= 10.20, slack=  1.80, T_bat= 0.04, Fy=-0.00, desired=  0.00, ret=  0.00, exp=CATENARY_HOLD_ACC
IC_L_7: t= 211.90, L= 148.18, L_straight= 146.42, slack=  1.76, T_bat= 13.39, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 212.00, L= 148.25, L_straight= 146.49, slack=  1.76, T_bat= 13.39, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 212.10, L= 148.32, L_straight= 146.56, slack=  1.76, T_bat= 13.40, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 212.20, L= 148.39, L_straight= 146.62, slack=  1.76, T_bat= 13.40, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 212.30, L= 148.45, L_straight= 146.69, slack=  1.76, T_bat= 13.41, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 212.40, L= 148.52, L_straight= 146.76, slack=  1.76, T_bat= 13.42, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 212.50, L= 148.59, L_straight= 146.83, slack=  1.77, T_bat= 13.42, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 212.60, L= 148.66, L_straight= 146.89, slack=  1.77, T_bat= 13.43, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 212.70, L= 148.73, L_straight= 146.96, slack=  1.77, T_bat= 13.44, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 212.80, L= 148.79, L_straight= 147.03, slack=  1.77, T_bat= 13.44, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 212.90, L= 148.86, L_straight= 147.09, slack=  1.77, T_bat= 13.45, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 213.00, L= 148.93, L_straight= 147.16, slack=  1.77, T_bat= 13.45, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 213.10, L= 149.00, L_straight= 147.23, slack=  1.77, T_bat= 13.46, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 213.20, L= 149.07, L_straight= 147.29, slack=  1.77, T_bat= 13.47, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 213.30, L= 149.13, L_straight= 147.36, slack=  1.77, T_bat= 13.47, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 213.40, L= 149.20, L_straight= 147.43, slack=  1.77, T_bat= 13.48, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 213.50, L= 149.27, L_straight= 147.50, slack=  1.77, T_bat= 13.48, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 213.60, L= 149.34, L_straight= 147.56, slack=  1.77, T_bat= 13.49, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 213.70, L= 149.40, L_straight= 147.63, slack=  1.78, T_bat= 13.50, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 213.80, L= 149.47, L_straight= 147.70, slack=  1.78, T_bat= 13.50, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 213.90, L= 149.54, L_straight= 147.76, slack=  1.78, T_bat= 13.51, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 214.00, L= 149.61, L_straight= 147.83, slack=  1.78, T_bat= 13.51, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 214.10, L= 149.68, L_straight= 147.90, slack=  1.78, T_bat= 13.52, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 214.20, L= 149.74, L_straight= 147.97, slack=  1.78, T_bat= 13.53, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 214.30, L= 149.81, L_straight= 148.03, slack=  1.78, T_bat= 13.53, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 214.40, L= 149.88, L_straight= 148.10, slack=  1.78, T_bat= 13.54, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 214.50, L= 149.95, L_straight= 148.17, slack=  1.78, T_bat= 13.55, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 214.60, L= 150.02, L_straight= 148.23, slack=  1.78, T_bat= 13.55, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 214.70, L= 150.08, L_straight= 148.30, slack=  1.78, T_bat= 13.56, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 214.80, L= 150.15, L_straight= 148.37, slack=  1.78, T_bat= 13.56, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 214.90, L= 150.22, L_straight= 148.43, slack=  1.78, T_bat= 13.57, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 215.00, L= 150.29, L_straight= 148.50, slack=  1.79, T_bat= 13.58, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 215.10, L= 150.35, L_straight= 148.57, slack=  1.79, T_bat= 13.58, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 215.20, L= 150.42, L_straight= 148.64, slack=  1.79, T_bat= 13.59, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 215.30, L= 150.49, L_straight= 148.70, slack=  1.79, T_bat= 13.59, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 215.40, L= 150.56, L_straight= 148.77, slack=  1.79, T_bat= 13.60, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 215.50, L= 150.63, L_straight= 148.84, slack=  1.79, T_bat= 13.61, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 215.60, L= 150.69, L_straight= 148.90, slack=  1.79, T_bat= 13.61, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 215.70, L= 150.76, L_straight= 148.97, slack=  1.79, T_bat= 13.62, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 215.80, L= 150.83, L_straight= 149.04, slack=  1.79, T_bat= 13.63, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 215.90, L= 150.90, L_straight= 149.10, slack=  1.79, T_bat= 13.63, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 216.00, L= 150.97, L_straight= 149.17, slack=  1.79, T_bat= 13.64, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 216.10, L= 151.03, L_straight= 149.24, slack=  1.79, T_bat= 13.64, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 216.20, L= 151.10, L_straight= 149.31, slack=  1.80, T_bat= 13.65, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 216.30, L= 151.17, L_straight= 149.37, slack=  1.80, T_bat= 13.66, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 216.40, L= 151.24, L_straight= 149.44, slack=  1.80, T_bat= 13.66, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 216.50, L= 151.30, L_straight= 149.51, slack=  1.80, T_bat= 13.67, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 216.60, L= 151.37, L_straight= 149.57, slack=  1.80, T_bat= 13.67, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 216.70, L= 151.44, L_straight= 149.64, slack=  1.80, T_bat= 13.68, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 216.80, L= 151.51, L_straight= 149.71, slack=  1.80, T_bat= 13.69, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 216.90, L= 151.58, L_straight= 149.78, slack=  1.80, T_bat= 13.69, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 217.00, L= 151.64, L_straight= 149.84, slack=  1.80, T_bat= 13.70, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 217.10, L= 151.71, L_straight= 149.91, slack=  1.80, T_bat= 13.70, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 217.20, L= 151.78, L_straight= 149.98, slack=  1.80, T_bat= 13.71, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 217.30, L= 151.85, L_straight= 150.04, slack=  1.80, T_bat= 13.72, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 217.40, L= 151.92, L_straight= 150.11, slack=  1.80, T_bat= 13.72, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 217.50, L= 151.98, L_straight= 150.18, slack=  1.81, T_bat= 13.73, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 217.60, L= 152.05, L_straight= 150.25, slack=  1.81, T_bat= 13.74, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 217.70, L= 152.12, L_straight= 150.31, slack=  1.81, T_bat= 13.74, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 217.80, L= 152.19, L_straight= 150.38, slack=  1.81, T_bat= 13.75, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 217.90, L= 152.25, L_straight= 150.45, slack=  1.81, T_bat= 13.75, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 218.00, L= 152.32, L_straight= 150.51, slack=  1.81, T_bat= 13.76, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 218.10, L= 152.39, L_straight= 150.58, slack=  1.81, T_bat= 13.77, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 218.20, L= 152.46, L_straight= 150.65, slack=  1.81, T_bat= 13.77, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 218.30, L= 152.53, L_straight= 150.71, slack=  1.81, T_bat= 13.78, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 218.40, L= 152.59, L_straight= 150.78, slack=  1.81, T_bat= 13.78, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 218.50, L= 152.66, L_straight= 150.85, slack=  1.81, T_bat= 13.79, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 218.60, L= 152.73, L_straight= 150.92, slack=  1.81, T_bat= 13.80, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 218.70, L= 152.80, L_straight= 150.98, slack=  1.82, T_bat= 13.80, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 218.80, L= 152.87, L_straight= 151.05, slack=  1.82, T_bat= 13.81, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 218.90, L= 152.93, L_straight= 151.12, slack=  1.82, T_bat= 13.81, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 219.00, L= 153.00, L_straight= 151.18, slack=  1.82, T_bat= 13.82, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 219.10, L= 153.07, L_straight= 151.25, slack=  1.82, T_bat= 13.83, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 219.20, L= 153.14, L_straight= 151.32, slack=  1.82, T_bat= 13.83, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 219.30, L= 153.21, L_straight= 151.39, slack=  1.82, T_bat= 13.84, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 219.40, L= 153.27, L_straight= 151.45, slack=  1.82, T_bat= 13.85, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 219.50, L= 153.34, L_straight= 151.52, slack=  1.82, T_bat= 13.85, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 219.60, L= 153.41, L_straight= 151.59, slack=  1.82, T_bat= 13.86, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 219.70, L= 153.48, L_straight= 151.65, slack=  1.82, T_bat= 13.86, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 219.80, L= 153.54, L_straight= 151.72, slack=  1.82, T_bat= 13.87, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 219.90, L= 153.61, L_straight= 151.79, slack=  1.82, T_bat= 13.88, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 220.00, L= 153.68, L_straight= 151.85, slack=  1.83, T_bat= 13.88, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 220.10, L= 153.75, L_straight= 151.92, slack=  1.83, T_bat= 13.89, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 220.20, L= 153.82, L_straight= 151.99, slack=  1.83, T_bat= 13.89, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 220.30, L= 153.88, L_straight= 152.06, slack=  1.83, T_bat= 13.90, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 220.40, L= 153.95, L_straight= 152.12, slack=  1.83, T_bat= 13.91, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 220.50, L= 154.02, L_straight= 152.19, slack=  1.83, T_bat= 13.91, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 220.60, L= 154.09, L_straight= 152.26, slack=  1.83, T_bat= 13.92, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 220.70, L= 154.16, L_straight= 152.32, slack=  1.83, T_bat= 13.93, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 220.80, L= 154.22, L_straight= 152.39, slack=  1.83, T_bat= 13.93, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 220.90, L= 154.29, L_straight= 152.46, slack=  1.83, T_bat= 13.94, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 221.00, L= 154.36, L_straight= 152.53, slack=  1.83, T_bat= 13.94, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 221.10, L= 154.43, L_straight= 152.59, slack=  1.83, T_bat= 13.95, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 221.20, L= 154.49, L_straight= 152.66, slack=  1.84, T_bat= 13.96, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 221.30, L= 154.56, L_straight= 152.73, slack=  1.84, T_bat= 13.96, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 221.40, L= 154.63, L_straight= 152.79, slack=  1.84, T_bat= 13.97, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 221.50, L= 154.70, L_straight= 152.86, slack=  1.84, T_bat= 13.97, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 221.60, L= 154.77, L_straight= 152.93, slack=  1.84, T_bat= 13.98, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 221.70, L= 154.83, L_straight= 152.99, slack=  1.84, T_bat= 13.99, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 221.80, L= 154.90, L_straight= 153.06, slack=  1.84, T_bat= 13.99, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 221.90, L= 154.97, L_straight= 153.13, slack=  1.84, T_bat= 14.00, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 222.00, L= 155.04, L_straight= 153.20, slack=  1.84, T_bat= 14.00, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 222.10, L= 155.11, L_straight= 153.26, slack=  1.84, T_bat= 14.01, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 222.20, L= 155.17, L_straight= 153.33, slack=  1.84, T_bat= 14.02, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 222.30, L= 155.24, L_straight= 153.40, slack=  1.84, T_bat= 14.02, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 222.40, L= 155.31, L_straight= 153.46, slack=  1.84, T_bat= 14.03, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 222.50, L= 155.38, L_straight= 153.53, slack=  1.85, T_bat= 14.04, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 222.60, L= 155.44, L_straight= 153.60, slack=  1.85, T_bat= 14.04, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 222.70, L= 155.51, L_straight= 153.67, slack=  1.85, T_bat= 14.05, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 222.80, L= 155.58, L_straight= 153.73, slack=  1.85, T_bat= 14.05, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 222.90, L= 155.65, L_straight= 153.80, slack=  1.85, T_bat= 14.06, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 223.00, L= 155.72, L_straight= 153.87, slack=  1.85, T_bat= 14.07, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 223.10, L= 155.78, L_straight= 153.93, slack=  1.85, T_bat= 14.07, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 223.20, L= 155.85, L_straight= 154.00, slack=  1.85, T_bat= 14.08, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 223.30, L= 155.92, L_straight= 154.07, slack=  1.85, T_bat= 14.08, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 223.40, L= 155.99, L_straight= 154.14, slack=  1.85, T_bat= 14.09, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 223.50, L= 156.06, L_straight= 154.20, slack=  1.85, T_bat= 14.10, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 223.60, L= 156.12, L_straight= 154.27, slack=  1.85, T_bat= 14.10, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 223.70, L= 156.19, L_straight= 154.34, slack=  1.86, T_bat= 14.11, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 223.80, L= 156.26, L_straight= 154.40, slack=  1.86, T_bat= 14.12, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 223.90, L= 156.33, L_straight= 154.47, slack=  1.86, T_bat= 14.12, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 224.00, L= 156.40, L_straight= 154.54, slack=  1.86, T_bat= 14.13, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 224.10, L= 156.46, L_straight= 154.60, slack=  1.86, T_bat= 14.13, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 224.20, L= 156.53, L_straight= 154.67, slack=  1.86, T_bat= 14.14, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 224.30, L= 156.60, L_straight= 154.74, slack=  1.86, T_bat= 14.15, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 224.40, L= 156.67, L_straight= 154.81, slack=  1.86, T_bat= 14.15, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 224.50, L= 156.73, L_straight= 154.87, slack=  1.86, T_bat= 14.16, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 224.60, L= 156.80, L_straight= 154.94, slack=  1.86, T_bat= 14.16, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 224.70, L= 156.87, L_straight= 155.01, slack=  1.86, T_bat= 14.17, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 224.80, L= 156.94, L_straight= 155.07, slack=  1.86, T_bat= 14.18, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 224.90, L= 157.01, L_straight= 155.14, slack=  1.86, T_bat= 14.18, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 225.00, L= 157.07, L_straight= 155.21, slack=  1.87, T_bat= 14.19, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 225.10, L= 157.14, L_straight= 155.28, slack=  1.87, T_bat= 14.19, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 225.20, L= 157.21, L_straight= 155.34, slack=  1.87, T_bat= 14.20, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 225.30, L= 157.28, L_straight= 155.41, slack=  1.87, T_bat= 14.21, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 225.40, L= 157.35, L_straight= 155.48, slack=  1.87, T_bat= 14.21, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 225.50, L= 157.41, L_straight= 155.54, slack=  1.87, T_bat= 14.22, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 225.60, L= 157.48, L_straight= 155.61, slack=  1.87, T_bat= 14.23, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 225.70, L= 157.55, L_straight= 155.68, slack=  1.87, T_bat= 14.23, Fy= 0.01, desired=  0.68, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
