[SCEN] t=0.00 scen=Fy crit=(:-10) T_bat=0.5 y=-500.00 x=0.00 L=500.00
IC_L_7: t= 0.10, L= 500.00, L_straight= 500.00, slack=  0.00, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=-10.00, desired=  1.00, ret=  0.10, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.50, L= 504.14, L_straight= 500.62, slack=  3.52, T_bat= 3.08, T_rov= 0.50, F_drag_cable=( 0.00,  4.25), Fy_cmd=-25.00, desired=  0.35, ret=  0.25, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 10.60, L= 504.16, L_straight= 500.64, slack=  3.52, T_bat= 5.08, T_rov= 0.50, F_drag_cable=( 0.00,  6.49), Fy_cmd=-25.00, desired=  0.39, ret=  0.26, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 10.70, L= 504.19, L_straight= 500.67, slack=  3.52, T_bat= 7.42, T_rov= 0.50, F_drag_cable=( 0.00,  7.71), Fy_cmd=-25.00, desired=  0.43, ret=  0.28, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 10.80, L= 504.22, L_straight= 500.70, slack=  3.52, T_bat= 8.61, T_rov= 0.50, F_drag_cable=( 0.00,  8.76), Fy_cmd=-25.00, desired=  0.47, ret=  0.30, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 10.90, L= 504.25, L_straight= 500.73, slack=  3.52, T_bat= 9.44, T_rov= 0.50, F_drag_cable=( 0.00,  9.62), Fy_cmd=-25.00, desired=  0.50, ret=  0.32, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 11.00, L= 504.28, L_straight= 500.76, slack=  3.52, T_bat= 10.08, T_rov= 0.50, F_drag_cable=( 0.00,  10.31), Fy_cmd=-25.00, desired=  0.53, ret=  0.34, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 11.10, L= 504.31, L_straight= 500.79, slack=  3.52, T_bat= 10.59, T_rov= 0.50, F_drag_cable=( 0.00,  10.85), Fy_cmd=-25.00, desired=  0.55, ret=  0.36, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 11.20, L= 504.35, L_straight= 500.83, slack=  3.52, T_bat= 10.98, T_rov= 0.50, F_drag_cable=( 0.00,  11.26), Fy_cmd=-25.00, desired=  0.57, ret=  0.38, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 11.30, L= 504.39, L_straight= 500.86, slack=  3.53, T_bat= 11.28, T_rov= 0.50, F_drag_cable=( 0.00,  11.58), Fy_cmd=-25.00, desired=  0.58, ret=  0.40, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 11.40, L= 504.43, L_straight= 500.90, slack=  3.53, T_bat= 11.50, T_rov= 0.50, F_drag_cable=( 0.00,  11.83), Fy_cmd=-25.00, desired=  0.60, ret=  0.42, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 11.50, L= 504.47, L_straight= 500.93, slack=  3.54, T_bat= 11.67, T_rov= 0.50, F_drag_cable=( 0.00,  12.01), Fy_cmd=-25.00, desired=  0.61, ret=  0.44, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 11.60, L= 504.51, L_straight= 500.96, slack=  3.55, T_bat= 11.80, T_rov= 0.50, F_drag_cable=( 0.00,  12.15), Fy_cmd=-25.00, desired=  0.62, ret=  0.46, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 11.70, L= 504.56, L_straight= 501.00, slack=  3.56, T_bat= 11.90, T_rov= 0.50, F_drag_cable=( 0.00,  12.25), Fy_cmd=-25.00, desired=  0.62, ret=  0.47, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 11.80, L= 504.61, L_straight= 501.03, slack=  3.57, T_bat= 11.97, T_rov= 0.50, F_drag_cable=( 0.00,  12.33), Fy_cmd=-25.00, desired=  0.63, ret=  0.49, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 11.90, L= 504.65, L_straight= 501.07, slack=  3.59, T_bat= 12.02, T_rov= 0.50, F_drag_cable=( 0.00,  12.39), Fy_cmd=-25.00, desired=  0.63, ret=  0.50, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 12.00, L= 504.70, L_straight= 501.10, slack=  3.60, T_bat= 12.05, T_rov= 0.50, F_drag_cable=( 0.00,  12.43), Fy_cmd=-25.00, desired=  0.63, ret=  0.52, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 12.10, L= 504.76, L_straight= 501.14, slack=  3.62, T_bat= 12.08, T_rov= 0.50, F_drag_cable=( 0.00,  12.46), Fy_cmd=-25.00, desired=  0.64, ret=  0.53, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 12.20, L= 504.81, L_straight= 501.17, slack=  3.64, T_bat= 12.10, T_rov= 0.50, F_drag_cable=( 0.00,  12.49), Fy_cmd=-25.00, desired=  0.64, ret=  0.54, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 12.30, L= 504.86, L_straight= 501.21, slack=  3.66, T_bat= 12.11, T_rov= 0.50, F_drag_cable=( 0.00,  12.51), Fy_cmd=-25.00, desired=  0.64, ret=  0.55, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 12.40, L= 504.92, L_straight= 501.24, slack=  3.68, T_bat= 12.12, T_rov= 0.50, F_drag_cable=( 0.00,  12.52), Fy_cmd=-25.00, desired=  0.64, ret=  0.56, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 12.50, L= 504.97, L_straight= 501.27, slack=  3.70, T_bat= 12.13, T_rov= 0.50, F_drag_cable=( 0.00,  12.53), Fy_cmd=-25.00, desired=  0.64, ret=  0.57, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 12.60, L= 505.03, L_straight= 501.31, slack=  3.72, T_bat= 12.13, T_rov= 0.50, F_drag_cable=( 0.00,  12.54), Fy_cmd=-25.00, desired=  0.64, ret=  0.57, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 12.70, L= 505.09, L_straight= 501.34, slack=  3.74, T_bat= 12.13, T_rov= 0.50, F_drag_cable=( 0.00,  12.55), Fy_cmd=-25.00, desired=  0.64, ret=  0.58, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 12.80, L= 505.15, L_straight= 501.38, slack=  3.77, T_bat= 12.13, T_rov= 0.50, F_drag_cable=( 0.00,  12.55), Fy_cmd=-25.00, desired=  0.64, ret=  0.59, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 12.90, L= 505.20, L_straight= 501.41, slack=  3.79, T_bat= 12.13, T_rov= 0.50, F_drag_cable=( 0.00,  12.56), Fy_cmd=-25.00, desired=  0.64, ret=  0.59, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 13.00, L= 505.26, L_straight= 501.45, slack=  3.82, T_bat= 12.13, T_rov= 0.50, F_drag_cable=( 0.00,  12.56), Fy_cmd=-25.00, desired=  0.64, ret=  0.60, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 13.10, L= 505.32, L_straight= 501.48, slack=  3.84, T_bat= 12.12, T_rov= 0.50, F_drag_cable=( 0.00,  12.56), Fy_cmd=-25.00, desired=  0.64, ret=  0.60, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 13.20, L= 505.38, L_straight= 501.52, slack=  3.87, T_bat= 12.12, T_rov= 0.50, F_drag_cable=( 0.00,  12.57), Fy_cmd=-25.00, desired=  0.64, ret=  0.61, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 13.30, L= 505.44, L_straight= 501.55, slack=  3.89, T_bat= 12.11, T_rov= 0.50, F_drag_cable=( 0.00,  12.57), Fy_cmd=-25.00, desired=  0.64, ret=  0.61, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 13.40, L= 505.51, L_straight= 501.59, slack=  3.92, T_bat= 12.11, T_rov= 0.50, F_drag_cable=( 0.00,  12.57), Fy_cmd=-25.00, desired=  0.64, ret=  0.61, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 13.50, L= 505.57, L_straight= 501.62, slack=  3.95, T_bat= 12.11, T_rov= 0.50, F_drag_cable=( 0.00,  12.57), Fy_cmd=-25.00, desired=  0.64, ret=  0.62, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 13.60, L= 505.63, L_straight= 501.66, slack=  3.97, T_bat= 12.10, T_rov= 0.50, F_drag_cable=( 0.00,  12.58), Fy_cmd=-25.00, desired=  0.64, ret=  0.62, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 13.70, L= 505.69, L_straight= 501.69, slack=  4.00, T_bat= 12.10, T_rov= 0.50, F_drag_cable=( 0.00,  12.58), Fy_cmd=-25.00, desired=  0.64, ret=  0.62, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 13.80, L= 505.75, L_straight= 501.73, slack=  4.03, T_bat= 12.09, T_rov= 0.50, F_drag_cable=( 0.00,  12.58), Fy_cmd=-25.00, desired=  0.64, ret=  0.62, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 13.90, L= 505.82, L_straight= 501.76, slack=  4.05, T_bat= 12.09, T_rov= 0.50, F_drag_cable=( 0.00,  12.58), Fy_cmd=-25.00, desired=  0.64, ret=  0.63, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 14.00, L= 505.88, L_straight= 501.80, slack=  4.08, T_bat= 12.08, T_rov= 0.50, F_drag_cable=( 0.00,  12.58), Fy_cmd=-25.00, desired=  0.64, ret=  0.63, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 14.10, L= 505.94, L_straight= 501.83, slack=  4.11, T_bat= 12.08, T_rov= 0.50, F_drag_cable=( 0.00,  12.58), Fy_cmd=-25.00, desired=  0.64, ret=  0.63, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 14.20, L= 506.00, L_straight= 501.87, slack=  4.14, T_bat= 12.07, T_rov= 0.50, F_drag_cable=( 0.00,  12.59), Fy_cmd=-25.00, desired=  0.64, ret=  0.63, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 14.30, L= 506.07, L_straight= 501.90, slack=  4.17, T_bat= 12.07, T_rov= 0.50, F_drag_cable=( 0.00,  12.59), Fy_cmd=-25.00, desired=  0.64, ret=  0.63, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 14.40, L= 506.13, L_straight= 501.93, slack=  4.20, T_bat= 12.06, T_rov= 0.50, F_drag_cable=( 0.00,  12.59), Fy_cmd=-25.00, desired=  0.64, ret=  0.63, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 14.50, L= 506.19, L_straight= 501.97, slack=  4.22, T_bat= 12.06, T_rov= 0.50, F_drag_cable=( 0.00,  12.59), Fy_cmd=-25.00, desired=  0.64, ret=  0.63, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 14.60, L= 506.26, L_straight= 502.00, slack=  4.25, T_bat= 12.05, T_rov= 0.50, F_drag_cable=( 0.00,  12.59), Fy_cmd=-25.00, desired=  0.64, ret=  0.63, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 14.70, L= 506.32, L_straight= 502.04, slack=  4.28, T_bat= 12.04, T_rov= 0.50, F_drag_cable=( 0.00,  12.59), Fy_cmd=-25.00, desired=  0.64, ret=  0.64, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 14.80, L= 506.38, L_straight= 502.07, slack=  4.31, T_bat= 12.04, T_rov= 0.50, F_drag_cable=( 0.00,  12.59), Fy_cmd=-25.00, desired=  0.64, ret=  0.64, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 14.90, L= 506.45, L_straight= 502.11, slack=  4.34, T_bat= 12.03, T_rov= 0.50, F_drag_cable=( 0.00,  12.60), Fy_cmd=-25.00, desired=  0.64, ret=  0.64, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.00, L= 506.51, L_straight= 502.14, slack=  4.37, T_bat= 12.03, T_rov= 0.50, F_drag_cable=( 0.00,  12.60), Fy_cmd=-25.00, desired=  0.64, ret=  0.64, exp=PILOT_DESC_MINPAY_ACC
[SCEN] t=15.10 scen=Fy crit=(t>15:-50) T_bat=12.023297770278207 y=-502.18 x=0.00 L=506.57
IC_L_7: t= 15.10, L= 506.57, L_straight= 502.18, slack=  4.40, T_bat= 12.02, T_rov= 0.50, F_drag_cable=( 0.00,  12.60), Fy_cmd=-25.00, desired=  0.64, ret=  0.64, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.20, L= 506.64, L_straight= 502.22, slack=  4.42, T_bat= 15.03, T_rov= 0.50, F_drag_cable=( 0.00,  15.47), Fy_cmd=-50.00, desired=  0.70, ret=  0.64, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.30, L= 506.70, L_straight= 502.26, slack=  4.44, T_bat= 19.39, T_rov= 0.50, F_drag_cable=( 0.00,  20.69), Fy_cmd=-50.00, desired=  0.77, ret=  0.66, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.40, L= 506.77, L_straight= 502.31, slack=  4.46, T_bat= 22.96, T_rov= 0.50, F_drag_cable=( 0.00,  24.68), Fy_cmd=-50.00, desired=  0.85, ret=  0.68, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.50, L= 506.84, L_straight= 502.36, slack=  4.48, T_bat= 25.54, T_rov= 0.50, F_drag_cable=( 0.00,  27.51), Fy_cmd=-50.00, desired=  0.91, ret=  0.70, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.60, L= 506.91, L_straight= 502.41, slack=  4.49, T_bat= 27.28, T_rov= 0.50, F_drag_cable=( 0.00,  29.40), Fy_cmd=-50.00, desired=  0.97, ret=  0.73, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.70, L= 506.98, L_straight= 502.47, slack=  4.51, T_bat= 28.41, T_rov= 0.50, F_drag_cable=( 0.00,  30.64), Fy_cmd=-50.00, desired=  1.02, ret=  0.76, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.80, L= 507.05, L_straight= 502.52, slack=  4.53, T_bat= 29.14, T_rov= 0.50, F_drag_cable=( 0.00,  31.43), Fy_cmd=-50.00, desired=  1.05, ret=  0.79, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.90, L= 507.13, L_straight= 502.58, slack=  4.55, T_bat= 29.59, T_rov= 0.50, F_drag_cable=( 0.00,  31.93), Fy_cmd=-50.00, desired=  1.08, ret=  0.82, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.00, L= 507.21, L_straight= 502.63, slack=  4.58, T_bat= 29.86, T_rov= 0.50, F_drag_cable=( 0.00,  32.24), Fy_cmd=-50.00, desired=  1.10, ret=  0.84, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.10, L= 507.30, L_straight= 502.69, slack=  4.61, T_bat= 30.03, T_rov= 0.50, F_drag_cable=( 0.00,  32.44), Fy_cmd=-50.00, desired=  1.12, ret=  0.87, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.20, L= 507.39, L_straight= 502.75, slack=  4.64, T_bat= 30.13, T_rov= 0.50, F_drag_cable=( 0.00,  32.56), Fy_cmd=-50.00, desired=  1.13, ret=  0.90, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.30, L= 507.48, L_straight= 502.80, slack=  4.67, T_bat= 30.18, T_rov= 0.50, F_drag_cable=( 0.00,  32.64), Fy_cmd=-50.00, desired=  1.14, ret=  0.92, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.40, L= 507.57, L_straight= 502.86, slack=  4.71, T_bat= 30.21, T_rov= 0.50, F_drag_cable=( 0.00,  32.69), Fy_cmd=-50.00, desired=  1.15, ret=  0.94, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.50, L= 507.66, L_straight= 502.91, slack=  4.75, T_bat= 30.22, T_rov= 0.50, F_drag_cable=( 0.00,  32.73), Fy_cmd=-50.00, desired=  1.15, ret=  0.96, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.60, L= 507.76, L_straight= 502.97, slack=  4.79, T_bat= 30.21, T_rov= 0.50, F_drag_cable=( 0.00,  32.75), Fy_cmd=-50.00, desired=  1.15, ret=  0.98, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.70, L= 507.86, L_straight= 503.02, slack=  4.83, T_bat= 30.20, T_rov= 0.50, F_drag_cable=( 0.00,  32.77), Fy_cmd=-50.00, desired=  1.16, ret=  1.00, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.80, L= 507.96, L_straight= 503.08, slack=  4.88, T_bat= 30.19, T_rov= 0.50, F_drag_cable=( 0.00,  32.78), Fy_cmd=-50.00, desired=  1.16, ret=  1.02, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.90, L= 508.06, L_straight= 503.14, slack=  4.92, T_bat= 30.17, T_rov= 0.50, F_drag_cable=( 0.00,  32.79), Fy_cmd=-50.00, desired=  1.16, ret=  1.03, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.00, L= 508.16, L_straight= 503.19, slack=  4.97, T_bat= 30.15, T_rov= 0.50, F_drag_cable=( 0.00,  32.80), Fy_cmd=-50.00, desired=  1.16, ret=  1.04, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.10, L= 508.27, L_straight= 503.25, slack=  5.02, T_bat= 30.13, T_rov= 0.50, F_drag_cable=( 0.00,  32.81), Fy_cmd=-50.00, desired=  1.16, ret=  1.06, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.20, L= 508.37, L_straight= 503.30, slack=  5.07, T_bat= 30.12, T_rov= 0.50, F_drag_cable=( 0.00,  32.81), Fy_cmd=-50.00, desired=  1.16, ret=  1.07, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.30, L= 508.48, L_straight= 503.36, slack=  5.12, T_bat= 30.10, T_rov= 0.50, F_drag_cable=( 0.00,  32.82), Fy_cmd=-50.00, desired=  1.16, ret=  1.08, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.40, L= 508.59, L_straight= 503.42, slack=  5.17, T_bat= 30.08, T_rov= 0.50, F_drag_cable=( 0.00,  32.83), Fy_cmd=-50.00, desired=  1.16, ret=  1.08, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.50, L= 508.69, L_straight= 503.47, slack=  5.22, T_bat= 30.06, T_rov= 0.50, F_drag_cable=( 0.00,  32.84), Fy_cmd=-50.00, desired=  1.16, ret=  1.09, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.60, L= 508.80, L_straight= 503.53, slack=  5.28, T_bat= 30.04, T_rov= 0.50, F_drag_cable=( 0.00,  32.84), Fy_cmd=-50.00, desired=  1.16, ret=  1.10, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.70, L= 508.91, L_straight= 503.58, slack=  5.33, T_bat= 30.02, T_rov= 0.50, F_drag_cable=( 0.00,  32.85), Fy_cmd=-50.00, desired=  1.16, ret=  1.10, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.80, L= 509.02, L_straight= 503.64, slack=  5.38, T_bat= 29.99, T_rov= 0.50, F_drag_cable=( 0.00,  32.86), Fy_cmd=-50.00, desired=  1.16, ret=  1.11, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.90, L= 509.14, L_straight= 503.70, slack=  5.44, T_bat= 29.96, T_rov= 0.50, F_drag_cable=( 0.00,  32.86), Fy_cmd=-50.00, desired=  1.16, ret=  1.12, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.00, L= 509.25, L_straight= 503.75, slack=  5.49, T_bat= 29.94, T_rov= 0.50, F_drag_cable=( 0.00,  32.87), Fy_cmd=-50.00, desired=  1.16, ret=  1.12, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.10, L= 509.36, L_straight= 503.81, slack=  5.55, T_bat= 29.91, T_rov= 0.50, F_drag_cable=( 0.00,  32.88), Fy_cmd=-50.00, desired=  1.16, ret=  1.12, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.20, L= 509.47, L_straight= 503.86, slack=  5.61, T_bat= 29.88, T_rov= 0.50, F_drag_cable=( 0.00,  32.89), Fy_cmd=-50.00, desired=  1.16, ret=  1.13, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.30, L= 509.58, L_straight= 503.92, slack=  5.66, T_bat= 29.86, T_rov= 0.50, F_drag_cable=( 0.00,  32.89), Fy_cmd=-50.00, desired=  1.16, ret=  1.13, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.40, L= 509.70, L_straight= 503.98, slack=  5.72, T_bat= 29.83, T_rov= 0.50, F_drag_cable=( 0.00,  32.90), Fy_cmd=-50.00, desired=  1.16, ret=  1.13, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.50, L= 509.81, L_straight= 504.03, slack=  5.78, T_bat= 29.80, T_rov= 0.50, F_drag_cable=( 0.00,  32.91), Fy_cmd=-50.00, desired=  1.16, ret=  1.14, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.60, L= 509.92, L_straight= 504.09, slack=  5.84, T_bat= 29.77, T_rov= 0.50, F_drag_cable=( 0.00,  32.92), Fy_cmd=-50.00, desired=  1.16, ret=  1.14, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.70, L= 510.04, L_straight= 504.14, slack=  5.89, T_bat= 29.74, T_rov= 0.50, F_drag_cable=( 0.00,  32.92), Fy_cmd=-50.00, desired=  1.16, ret=  1.14, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.80, L= 510.15, L_straight= 504.20, slack=  5.95, T_bat= 29.72, T_rov= 0.50, F_drag_cable=( 0.00,  32.93), Fy_cmd=-50.00, desired=  1.16, ret=  1.14, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.90, L= 510.27, L_straight= 504.26, slack=  6.01, T_bat= 29.69, T_rov= 0.50, F_drag_cable=( 0.00,  32.94), Fy_cmd=-50.00, desired=  1.16, ret=  1.14, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.00, L= 510.38, L_straight= 504.31, slack=  6.07, T_bat= 29.66, T_rov= 0.50, F_drag_cable=( 0.00,  32.95), Fy_cmd=-50.00, desired=  1.16, ret=  1.14, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.10, L= 510.49, L_straight= 504.37, slack=  6.13, T_bat= 29.63, T_rov= 0.50, F_drag_cable=( 0.00,  32.95), Fy_cmd=-50.00, desired=  1.16, ret=  1.15, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.20, L= 510.61, L_straight= 504.42, slack=  6.18, T_bat= 29.60, T_rov= 0.50, F_drag_cable=( 0.00,  32.96), Fy_cmd=-50.00, desired=  1.16, ret=  1.15, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.30, L= 510.72, L_straight= 504.48, slack=  6.24, T_bat= 29.57, T_rov= 0.50, F_drag_cable=( 0.00,  32.97), Fy_cmd=-50.00, desired=  1.16, ret=  1.15, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.40, L= 510.84, L_straight= 504.54, slack=  6.30, T_bat= 29.54, T_rov= 0.50, F_drag_cable=( 0.00,  32.97), Fy_cmd=-50.00, desired=  1.16, ret=  1.15, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.50, L= 510.95, L_straight= 504.59, slack=  6.36, T_bat= 29.51, T_rov= 0.50, F_drag_cable=( 0.00,  32.98), Fy_cmd=-50.00, desired=  1.16, ret=  1.15, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.60, L= 511.07, L_straight= 504.65, slack=  6.42, T_bat= 29.48, T_rov= 0.50, F_drag_cable=( 0.00,  32.99), Fy_cmd=-50.00, desired=  1.16, ret=  1.15, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.70, L= 511.18, L_straight= 504.70, slack=  6.48, T_bat= 29.46, T_rov= 0.50, F_drag_cable=( 0.00,  33.00), Fy_cmd=-50.00, desired=  1.16, ret=  1.15, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.80, L= 511.30, L_straight= 504.76, slack=  6.54, T_bat= 29.43, T_rov= 0.50, F_drag_cable=( 0.00,  33.00), Fy_cmd=-50.00, desired=  1.15, ret=  1.15, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.90, L= 511.41, L_straight= 504.82, slack=  6.60, T_bat= 29.40, T_rov= 0.50, F_drag_cable=( 0.00,  33.01), Fy_cmd=-50.00, desired=  1.15, ret=  1.15, exp=PILOT_DESC_MINPAY_ACC
[SCEN] t=20.00 scen=Fy crit=(t>20:-75) T_bat=29.368053990004306 y=-504.87 x=0.00 L=511.53
IC_L_7: t= 20.00, L= 511.53, L_straight= 504.87, slack=  6.66, T_bat= 29.37, T_rov= 0.50, F_drag_cable=( 0.00,  33.02), Fy_cmd=-50.00, desired=  1.15, ret=  1.15, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.10, L= 511.64, L_straight= 504.93, slack=  6.71, T_bat= 30.95, T_rov= 0.50, F_drag_cable=( 0.00,  37.35), Fy_cmd=-75.00, desired=  1.18, ret=  1.15, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.20, L= 511.76, L_straight= 505.00, slack=  6.76, T_bat= 34.13, T_rov= 0.50, F_drag_cable=( 0.00,  44.01), Fy_cmd=-75.00, desired=  1.23, ret=  1.16, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.30, L= 511.88, L_straight= 505.06, slack=  6.81, T_bat= 37.40, T_rov= 0.50, F_drag_cable=( 0.00,  48.09), Fy_cmd=-75.00, desired=  1.27, ret=  1.17, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.40, L= 511.99, L_straight= 505.13, slack=  6.86, T_bat= 40.16, T_rov= 0.50, F_drag_cable=( 0.00,  50.45), Fy_cmd=-75.00, desired=  1.31, ret=  1.19, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.50, L= 512.11, L_straight= 505.20, slack=  6.91, T_bat= 42.26, T_rov= 0.50, F_drag_cable=( 0.00,  51.78), Fy_cmd=-75.00, desired=  1.34, ret=  1.20, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.60, L= 512.23, L_straight= 505.27, slack=  6.96, T_bat= 43.76, T_rov= 0.50, F_drag_cable=( 0.00,  52.52), Fy_cmd=-75.00, desired=  1.36, ret=  1.22, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.70, L= 512.35, L_straight= 505.34, slack=  7.01, T_bat= 44.79, T_rov= 0.50, F_drag_cable=( 0.00,  52.93), Fy_cmd=-75.00, desired=  1.37, ret=  1.23, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.80, L= 512.48, L_straight= 505.42, slack=  7.06, T_bat= 45.47, T_rov= 0.50, F_drag_cable=( 0.00,  53.16), Fy_cmd=-75.00, desired=  1.38, ret=  1.25, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.90, L= 512.60, L_straight= 505.49, slack=  7.11, T_bat= 45.90, T_rov= 0.50, F_drag_cable=( 0.00,  53.29), Fy_cmd=-75.00, desired=  1.39, ret=  1.26, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 21.00, L= 512.73, L_straight= 505.56, slack=  7.17, T_bat= 46.17, T_rov= 0.50, F_drag_cable=( 0.00,  53.37), Fy_cmd=-75.00, desired=  1.40, ret=  1.28, exp=PILOT_DESC_MINPAY_ACC
