[SCEN] t=0.00 scen=Fy crit=(:-10) T_bat=0.5 y=-10.00 x=0.00 L=10.00
IC_L_7: t= 0.10, L= 10.00, L_straight= 10.00, slack=  0.00, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=-10.00, desired=  1.00, ret=  0.10, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 110.50, L= 69.13, L_straight= 67.39, slack=  1.74, T_bat= 2.89, T_rov= 0.50, F_drag_cable=( 0.00,  4.46), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 110.60, L= 69.19, L_straight= 67.45, slack=  1.74, T_bat= 3.08, T_rov= 0.50, F_drag_cable=( 0.00,  4.47), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 110.70, L= 69.24, L_straight= 67.51, slack=  1.74, T_bat= 2.97, T_rov= 0.50, F_drag_cable=( 0.00,  4.47), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 110.80, L= 69.30, L_straight= 67.56, slack=  1.74, T_bat= 2.92, T_rov= 0.50, F_drag_cable=( 0.00,  4.47), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 110.90, L= 69.36, L_straight= 67.62, slack=  1.74, T_bat= 2.89, T_rov= 0.50, F_drag_cable=( 0.00,  4.48), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 111.00, L= 69.41, L_straight= 67.67, slack=  1.74, T_bat= 2.88, T_rov= 0.50, F_drag_cable=( 0.00,  4.48), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 111.10, L= 69.47, L_straight= 67.73, slack=  1.74, T_bat= 2.88, T_rov= 0.50, F_drag_cable=( 0.00,  4.48), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 111.20, L= 69.52, L_straight= 67.79, slack=  1.74, T_bat= 2.88, T_rov= 0.50, F_drag_cable=( 0.00,  4.49), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 111.30, L= 69.58, L_straight= 67.84, slack=  1.74, T_bat= 2.88, T_rov= 0.50, F_drag_cable=( 0.00,  4.49), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 111.40, L= 69.64, L_straight= 67.90, slack=  1.74, T_bat= 2.88, T_rov= 0.50, F_drag_cable=( 0.00,  4.50), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 111.50, L= 69.69, L_straight= 67.95, slack=  1.74, T_bat= 3.17, T_rov= 0.50, F_drag_cable=( 0.00,  4.50), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 111.60, L= 69.75, L_straight= 68.01, slack=  1.74, T_bat= 3.03, T_rov= 0.50, F_drag_cable=( 0.00,  4.50), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 111.70, L= 69.80, L_straight= 68.07, slack=  1.74, T_bat= 3.25, T_rov= 0.50, F_drag_cable=( 0.00,  4.51), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 111.80, L= 69.86, L_straight= 68.12, slack=  1.74, T_bat= 3.07, T_rov= 0.50, F_drag_cable=( 0.00,  4.51), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 111.90, L= 69.92, L_straight= 68.18, slack=  1.74, T_bat= 2.98, T_rov= 0.50, F_drag_cable=( 0.00,  4.51), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 112.00, L= 69.97, L_straight= 68.23, slack=  1.74, T_bat= 2.94, T_rov= 0.50, F_drag_cable=( 0.00,  4.52), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 112.10, L= 70.03, L_straight= 68.29, slack=  1.74, T_bat= 2.92, T_rov= 0.50, F_drag_cable=( 0.00,  4.52), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 112.20, L= 70.08, L_straight= 68.35, slack=  1.74, T_bat= 3.20, T_rov= 0.50, F_drag_cable=( 0.00,  4.52), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 112.30, L= 70.14, L_straight= 68.40, slack=  1.74, T_bat= 3.26, T_rov= 0.50, F_drag_cable=( 0.00,  4.53), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 112.40, L= 70.20, L_straight= 68.46, slack=  1.74, T_bat= 3.37, T_rov= 0.50, F_drag_cable=( 0.00,  4.53), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 112.50, L= 70.25, L_straight= 68.51, slack=  1.74, T_bat= 3.14, T_rov= 0.50, F_drag_cable=( 0.00,  4.53), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 112.60, L= 70.31, L_straight= 68.57, slack=  1.74, T_bat= 3.03, T_rov= 0.50, F_drag_cable=( 0.00,  4.54), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 112.70, L= 70.36, L_straight= 68.63, slack=  1.74, T_bat= 3.26, T_rov= 0.50, F_drag_cable=( 0.00,  4.54), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 112.80, L= 70.42, L_straight= 68.68, slack=  1.74, T_bat= 3.49, T_rov= 0.50, F_drag_cable=( 0.00,  4.55), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 112.90, L= 70.48, L_straight= 68.74, slack=  1.74, T_bat= 3.20, T_rov= 0.50, F_drag_cable=( 0.00,  4.55), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 113.00, L= 70.53, L_straight= 68.79, slack=  1.74, T_bat= 3.06, T_rov= 0.50, F_drag_cable=( 0.00,  4.55), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 113.10, L= 70.59, L_straight= 68.85, slack=  1.74, T_bat= 2.99, T_rov= 0.50, F_drag_cable=( 0.00,  4.56), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 113.20, L= 70.64, L_straight= 68.91, slack=  1.74, T_bat= 3.25, T_rov= 0.50, F_drag_cable=( 0.00,  4.56), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 113.30, L= 70.70, L_straight= 68.96, slack=  1.74, T_bat= 3.50, T_rov= 0.50, F_drag_cable=( 0.00,  4.56), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 113.40, L= 70.76, L_straight= 69.02, slack=  1.74, T_bat= 3.21, T_rov= 0.50, F_drag_cable=( 0.00,  4.57), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 113.50, L= 70.81, L_straight= 69.07, slack=  1.74, T_bat= 3.07, T_rov= 0.50, F_drag_cable=( 0.00,  4.57), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 113.60, L= 70.87, L_straight= 69.13, slack=  1.74, T_bat= 3.00, T_rov= 0.50, F_drag_cable=( 0.00,  4.57), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 113.70, L= 70.92, L_straight= 69.19, slack=  1.74, T_bat= 3.27, T_rov= 0.50, F_drag_cable=( 0.00,  4.58), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 113.80, L= 70.98, L_straight= 69.24, slack=  1.74, T_bat= 3.51, T_rov= 0.50, F_drag_cable=( 0.00,  4.58), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 113.90, L= 71.04, L_straight= 69.30, slack=  1.74, T_bat= 3.23, T_rov= 0.50, F_drag_cable=( 0.00,  4.59), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 114.00, L= 71.09, L_straight= 69.35, slack=  1.74, T_bat= 3.09, T_rov= 0.50, F_drag_cable=( 0.00,  4.59), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 114.10, L= 71.15, L_straight= 69.41, slack=  1.74, T_bat= 3.02, T_rov= 0.50, F_drag_cable=( 0.00,  4.59), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 114.20, L= 71.20, L_straight= 69.47, slack=  1.74, T_bat= 2.98, T_rov= 0.50, F_drag_cable=( 0.00,  4.60), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 114.30, L= 71.26, L_straight= 69.52, slack=  1.74, T_bat= 2.97, T_rov= 0.50, F_drag_cable=( 0.00,  4.60), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 114.40, L= 71.32, L_straight= 69.58, slack=  1.74, T_bat= 2.96, T_rov= 0.50, F_drag_cable=( 0.00,  4.60), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 114.50, L= 71.37, L_straight= 69.63, slack=  1.74, T_bat= 2.96, T_rov= 0.50, F_drag_cable=( 0.00,  4.61), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 114.60, L= 71.43, L_straight= 69.69, slack=  1.74, T_bat= 2.96, T_rov= 0.50, F_drag_cable=( 0.00,  4.61), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 114.70, L= 71.48, L_straight= 69.75, slack=  1.74, T_bat= 2.96, T_rov= 0.50, F_drag_cable=( 0.00,  4.61), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 114.80, L= 71.54, L_straight= 69.80, slack=  1.74, T_bat= 2.96, T_rov= 0.50, F_drag_cable=( 0.00,  4.62), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 114.90, L= 71.60, L_straight= 69.86, slack=  1.74, T_bat= 2.96, T_rov= 0.50, F_drag_cable=( 0.00,  4.62), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 115.00, L= 71.65, L_straight= 69.91, slack=  1.74, T_bat= 2.97, T_rov= 0.50, F_drag_cable=( 0.00,  4.63), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 115.10, L= 71.71, L_straight= 69.97, slack=  1.74, T_bat= 3.07, T_rov= 0.50, F_drag_cable=( 0.00,  4.63), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 115.20, L= 71.76, L_straight= 70.03, slack=  1.74, T_bat= 3.32, T_rov= 0.50, F_drag_cable=( 0.00,  4.63), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 115.30, L= 71.82, L_straight= 70.08, slack=  1.74, T_bat= 3.56, T_rov= 0.50, F_drag_cable=( 0.00,  4.64), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 115.40, L= 71.88, L_straight= 70.14, slack=  1.74, T_bat= 3.37, T_rov= 0.50, F_drag_cable=( 0.00,  4.64), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 115.50, L= 71.93, L_straight= 70.19, slack=  1.74, T_bat= 3.48, T_rov= 0.50, F_drag_cable=( 0.00,  4.64), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 115.60, L= 71.99, L_straight= 70.25, slack=  1.74, T_bat= 3.23, T_rov= 0.50, F_drag_cable=( 0.00,  4.65), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 115.70, L= 72.04, L_straight= 70.31, slack=  1.74, T_bat= 3.11, T_rov= 0.50, F_drag_cable=( 0.00,  4.65), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 115.80, L= 72.10, L_straight= 70.36, slack=  1.74, T_bat= 3.05, T_rov= 0.50, F_drag_cable=( 0.00,  4.65), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 115.90, L= 72.16, L_straight= 70.42, slack=  1.74, T_bat= 3.02, T_rov= 0.50, F_drag_cable=( 0.00,  4.66), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 116.00, L= 72.21, L_straight= 70.47, slack=  1.74, T_bat= 3.01, T_rov= 0.50, F_drag_cable=( 0.00,  4.66), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 116.10, L= 72.27, L_straight= 70.53, slack=  1.74, T_bat= 3.00, T_rov= 0.50, F_drag_cable=( 0.00,  4.66), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 116.20, L= 72.32, L_straight= 70.59, slack=  1.74, T_bat= 3.00, T_rov= 0.50, F_drag_cable=( 0.00,  4.67), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 116.30, L= 72.38, L_straight= 70.64, slack=  1.74, T_bat= 3.00, T_rov= 0.50, F_drag_cable=( 0.00,  4.67), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 116.40, L= 72.44, L_straight= 70.70, slack=  1.74, T_bat= 3.00, T_rov= 0.50, F_drag_cable=( 0.00,  4.68), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 116.50, L= 72.49, L_straight= 70.75, slack=  1.74, T_bat= 3.10, T_rov= 0.50, F_drag_cable=( 0.00,  4.68), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 116.60, L= 72.55, L_straight= 70.81, slack=  1.74, T_bat= 3.06, T_rov= 0.50, F_drag_cable=( 0.00,  4.68), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 116.70, L= 72.60, L_straight= 70.87, slack=  1.74, T_bat= 3.03, T_rov= 0.50, F_drag_cable=( 0.00,  4.69), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 116.80, L= 72.66, L_straight= 70.92, slack=  1.74, T_bat= 3.02, T_rov= 0.50, F_drag_cable=( 0.00,  4.69), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 116.90, L= 72.72, L_straight= 70.98, slack=  1.74, T_bat= 3.33, T_rov= 0.50, F_drag_cable=( 0.00,  4.69), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 117.00, L= 72.77, L_straight= 71.03, slack=  1.74, T_bat= 3.27, T_rov= 0.50, F_drag_cable=( 0.00,  4.70), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 117.10, L= 72.83, L_straight= 71.09, slack=  1.74, T_bat= 3.24, T_rov= 0.50, F_drag_cable=( 0.00,  4.70), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 117.20, L= 72.88, L_straight= 71.14, slack=  1.74, T_bat= 3.13, T_rov= 0.50, F_drag_cable=( 0.00,  4.70), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 117.30, L= 72.94, L_straight= 71.20, slack=  1.74, T_bat= 3.18, T_rov= 0.50, F_drag_cable=( 0.00,  4.71), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 117.40, L= 73.00, L_straight= 71.26, slack=  1.74, T_bat= 3.20, T_rov= 0.50, F_drag_cable=( 0.00,  4.71), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 117.50, L= 73.05, L_straight= 71.31, slack=  1.74, T_bat= 3.12, T_rov= 0.50, F_drag_cable=( 0.00,  4.72), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 117.60, L= 73.11, L_straight= 71.37, slack=  1.74, T_bat= 3.08, T_rov= 0.50, F_drag_cable=( 0.00,  4.72), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 117.70, L= 73.16, L_straight= 71.42, slack=  1.74, T_bat= 3.06, T_rov= 0.50, F_drag_cable=( 0.00,  4.72), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 117.80, L= 73.22, L_straight= 71.48, slack=  1.74, T_bat= 3.15, T_rov= 0.50, F_drag_cable=( 0.00,  4.73), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 117.90, L= 73.28, L_straight= 71.54, slack=  1.74, T_bat= 3.40, T_rov= 0.50, F_drag_cable=( 0.00,  4.73), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 118.00, L= 73.33, L_straight= 71.59, slack=  1.74, T_bat= 3.22, T_rov= 0.50, F_drag_cable=( 0.00,  4.73), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 118.10, L= 73.39, L_straight= 71.65, slack=  1.74, T_bat= 3.13, T_rov= 0.50, F_drag_cable=( 0.00,  4.74), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 118.20, L= 73.44, L_straight= 71.70, slack=  1.74, T_bat= 3.09, T_rov= 0.50, F_drag_cable=( 0.00,  4.74), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 118.30, L= 73.50, L_straight= 71.76, slack=  1.74, T_bat= 3.38, T_rov= 0.50, F_drag_cable=( 0.00,  4.74), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 118.40, L= 73.56, L_straight= 71.82, slack=  1.74, T_bat= 3.22, T_rov= 0.50, F_drag_cable=( 0.00,  4.75), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 118.50, L= 73.61, L_straight= 71.87, slack=  1.74, T_bat= 3.45, T_rov= 0.50, F_drag_cable=( 0.00,  4.75), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 118.60, L= 73.67, L_straight= 71.93, slack=  1.74, T_bat= 3.25, T_rov= 0.50, F_drag_cable=( 0.00,  4.76), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 118.70, L= 73.72, L_straight= 71.98, slack=  1.74, T_bat= 3.26, T_rov= 0.50, F_drag_cable=( 0.00,  4.76), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 118.80, L= 73.78, L_straight= 72.04, slack=  1.74, T_bat= 3.16, T_rov= 0.50, F_drag_cable=( 0.00,  4.76), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 118.90, L= 73.84, L_straight= 72.10, slack=  1.74, T_bat= 3.11, T_rov= 0.50, F_drag_cable=( 0.00,  4.77), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 119.00, L= 73.89, L_straight= 72.15, slack=  1.74, T_bat= 3.40, T_rov= 0.50, F_drag_cable=( 0.00,  4.77), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 119.10, L= 73.95, L_straight= 72.21, slack=  1.74, T_bat= 3.34, T_rov= 0.50, F_drag_cable=( 0.00,  4.77), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 119.20, L= 74.00, L_straight= 72.26, slack=  1.74, T_bat= 3.30, T_rov= 0.50, F_drag_cable=( 0.00,  4.78), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 119.30, L= 74.06, L_straight= 72.32, slack=  1.74, T_bat= 3.19, T_rov= 0.50, F_drag_cable=( 0.00,  4.78), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 119.40, L= 74.12, L_straight= 72.38, slack=  1.74, T_bat= 3.14, T_rov= 0.50, F_drag_cable=( 0.00,  4.78), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 119.50, L= 74.17, L_straight= 72.43, slack=  1.74, T_bat= 3.21, T_rov= 0.50, F_drag_cable=( 0.00,  4.79), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 119.60, L= 74.23, L_straight= 72.49, slack=  1.74, T_bat= 3.15, T_rov= 0.50, F_drag_cable=( 0.00,  4.79), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 119.70, L= 74.28, L_straight= 72.54, slack=  1.74, T_bat= 3.22, T_rov= 0.50, F_drag_cable=( 0.00,  4.80), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 119.80, L= 74.34, L_straight= 72.60, slack=  1.74, T_bat= 3.15, T_rov= 0.50, F_drag_cable=( 0.00,  4.80), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 119.90, L= 74.40, L_straight= 72.66, slack=  1.74, T_bat= 3.12, T_rov= 0.50, F_drag_cable=( 0.00,  4.80), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 120.00, L= 74.45, L_straight= 72.71, slack=  1.74, T_bat= 3.42, T_rov= 0.50, F_drag_cable=( 0.00,  4.81), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 120.10, L= 74.51, L_straight= 72.77, slack=  1.74, T_bat= 3.26, T_rov= 0.50, F_drag_cable=( 0.00,  4.81), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 120.20, L= 74.56, L_straight= 72.82, slack=  1.74, T_bat= 3.49, T_rov= 0.50, F_drag_cable=( 0.00,  4.81), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 120.30, L= 74.62, L_straight= 72.88, slack=  1.74, T_bat= 3.30, T_rov= 0.50, F_drag_cable=( 0.00,  4.82), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 120.40, L= 74.68, L_straight= 72.94, slack=  1.74, T_bat= 3.30, T_rov= 0.50, F_drag_cable=( 0.00,  4.82), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
