[SCEN] t=0.10 scen=Fx crit=(t>0:1) T_bat=0.403729584757652 p=-100.00 L=110.00
[SCEN] t=0.10 scen=Fy crit=(t>0:-50) T_bat=0.403729584757652 p=-100.00 L=110.00
IC_L_7: t= 0.10, L= 110.00, L_straight= 101.98, slack=  8.02, T_bat= 0.40, Fy=-0.01, desired=  0.00, ret=  0.00, exp=CATENARY_HOLD_ACC
IC_L_7: t= 274.70, L= 292.58, L_straight= 289.15, slack=  3.42, T_bat= 26.49, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 274.80, L= 292.64, L_straight= 289.22, slack=  3.42, T_bat= 26.50, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 274.90, L= 292.71, L_straight= 289.29, slack=  3.42, T_bat= 26.51, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 275.00, L= 292.78, L_straight= 289.36, slack=  3.42, T_bat= 26.51, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 275.10, L= 292.85, L_straight= 289.43, slack=  3.42, T_bat= 26.52, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 275.20, L= 292.92, L_straight= 289.50, slack=  3.42, T_bat= 26.52, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 275.30, L= 292.99, L_straight= 289.56, slack=  3.43, T_bat= 26.53, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 275.40, L= 293.06, L_straight= 289.63, slack=  3.43, T_bat= 26.54, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 275.50, L= 293.13, L_straight= 289.70, slack=  3.43, T_bat= 26.54, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 275.60, L= 293.20, L_straight= 289.77, slack=  3.43, T_bat= 26.55, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 275.70, L= 293.27, L_straight= 289.84, slack=  3.43, T_bat= 26.56, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 275.80, L= 293.33, L_straight= 289.90, slack=  3.43, T_bat= 26.56, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 275.90, L= 293.40, L_straight= 289.97, slack=  3.43, T_bat= 26.57, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 276.00, L= 293.47, L_straight= 290.04, slack=  3.43, T_bat= 26.57, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 276.10, L= 293.54, L_straight= 290.11, slack=  3.43, T_bat= 26.58, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 276.20, L= 293.61, L_straight= 290.18, slack=  3.43, T_bat= 26.59, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 276.30, L= 293.68, L_straight= 290.25, slack=  3.43, T_bat= 26.59, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 276.40, L= 293.75, L_straight= 290.31, slack=  3.43, T_bat= 26.60, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 276.50, L= 293.82, L_straight= 290.38, slack=  3.44, T_bat= 26.61, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 276.60, L= 293.89, L_straight= 290.45, slack=  3.44, T_bat= 26.61, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 276.70, L= 293.96, L_straight= 290.52, slack=  3.44, T_bat= 26.62, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 276.80, L= 294.02, L_straight= 290.59, slack=  3.44, T_bat= 26.62, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 276.90, L= 294.09, L_straight= 290.65, slack=  3.44, T_bat= 26.63, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 277.00, L= 294.16, L_straight= 290.72, slack=  3.44, T_bat= 26.64, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 277.10, L= 294.23, L_straight= 290.79, slack=  3.44, T_bat= 26.64, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 277.20, L= 294.30, L_straight= 290.86, slack=  3.44, T_bat= 26.65, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 277.30, L= 294.37, L_straight= 290.93, slack=  3.44, T_bat= 26.66, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 277.40, L= 294.44, L_straight= 291.00, slack=  3.44, T_bat= 26.66, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 277.50, L= 294.51, L_straight= 291.06, slack=  3.44, T_bat= 26.67, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 277.60, L= 294.58, L_straight= 291.13, slack=  3.44, T_bat= 26.67, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 277.70, L= 294.65, L_straight= 291.20, slack=  3.45, T_bat= 26.68, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 277.80, L= 294.71, L_straight= 291.27, slack=  3.45, T_bat= 26.69, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 277.90, L= 294.78, L_straight= 291.34, slack=  3.45, T_bat= 26.69, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 278.00, L= 294.85, L_straight= 291.41, slack=  3.45, T_bat= 26.70, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 278.10, L= 294.92, L_straight= 291.47, slack=  3.45, T_bat= 26.71, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 278.20, L= 294.99, L_straight= 291.54, slack=  3.45, T_bat= 26.71, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 278.30, L= 295.06, L_straight= 291.61, slack=  3.45, T_bat= 26.72, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 278.40, L= 295.13, L_straight= 291.68, slack=  3.45, T_bat= 26.72, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 278.50, L= 295.20, L_straight= 291.75, slack=  3.45, T_bat= 26.73, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 278.60, L= 295.27, L_straight= 291.81, slack=  3.45, T_bat= 26.74, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 278.70, L= 295.34, L_straight= 291.88, slack=  3.45, T_bat= 26.74, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 278.80, L= 295.40, L_straight= 291.95, slack=  3.45, T_bat= 26.75, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 278.90, L= 295.47, L_straight= 292.02, slack=  3.45, T_bat= 26.76, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 279.00, L= 295.54, L_straight= 292.09, slack=  3.46, T_bat= 26.76, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 279.10, L= 295.61, L_straight= 292.16, slack=  3.46, T_bat= 26.77, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 279.20, L= 295.68, L_straight= 292.22, slack=  3.46, T_bat= 26.77, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 279.30, L= 295.75, L_straight= 292.29, slack=  3.46, T_bat= 26.78, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 279.40, L= 295.82, L_straight= 292.36, slack=  3.46, T_bat= 26.79, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 279.50, L= 295.89, L_straight= 292.43, slack=  3.46, T_bat= 26.79, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 279.60, L= 295.96, L_straight= 292.50, slack=  3.46, T_bat= 26.80, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 279.70, L= 296.03, L_straight= 292.56, slack=  3.46, T_bat= 26.81, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 279.80, L= 296.09, L_straight= 292.63, slack=  3.46, T_bat= 26.81, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 279.90, L= 296.16, L_straight= 292.70, slack=  3.46, T_bat= 26.82, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 280.00, L= 296.23, L_straight= 292.77, slack=  3.46, T_bat= 26.82, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 280.10, L= 296.30, L_straight= 292.84, slack=  3.46, T_bat= 26.83, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 280.20, L= 296.37, L_straight= 292.91, slack=  3.47, T_bat= 26.84, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 280.30, L= 296.44, L_straight= 292.97, slack=  3.47, T_bat= 26.84, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 280.40, L= 296.51, L_straight= 293.04, slack=  3.47, T_bat= 26.85, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 280.50, L= 296.58, L_straight= 293.11, slack=  3.47, T_bat= 26.86, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 280.60, L= 296.65, L_straight= 293.18, slack=  3.47, T_bat= 26.86, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 280.70, L= 296.72, L_straight= 293.25, slack=  3.47, T_bat= 26.87, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 280.80, L= 296.79, L_straight= 293.31, slack=  3.47, T_bat= 26.87, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 280.90, L= 296.85, L_straight= 293.38, slack=  3.47, T_bat= 26.88, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 281.00, L= 296.92, L_straight= 293.45, slack=  3.47, T_bat= 26.89, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 281.10, L= 296.99, L_straight= 293.52, slack=  3.47, T_bat= 26.89, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 281.20, L= 297.06, L_straight= 293.59, slack=  3.47, T_bat= 26.90, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 281.30, L= 297.13, L_straight= 293.66, slack=  3.47, T_bat= 26.91, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 281.40, L= 297.20, L_straight= 293.72, slack=  3.48, T_bat= 26.91, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 281.50, L= 297.27, L_straight= 293.79, slack=  3.48, T_bat= 26.92, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 281.60, L= 297.34, L_straight= 293.86, slack=  3.48, T_bat= 26.92, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 281.70, L= 297.41, L_straight= 293.93, slack=  3.48, T_bat= 26.93, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 281.80, L= 297.48, L_straight= 294.00, slack=  3.48, T_bat= 26.94, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 281.90, L= 297.54, L_straight= 294.07, slack=  3.48, T_bat= 26.94, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 282.00, L= 297.61, L_straight= 294.13, slack=  3.48, T_bat= 26.95, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 282.10, L= 297.68, L_straight= 294.20, slack=  3.48, T_bat= 26.96, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 282.20, L= 297.75, L_straight= 294.27, slack=  3.48, T_bat= 26.96, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 282.30, L= 297.82, L_straight= 294.34, slack=  3.48, T_bat= 26.97, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 282.40, L= 297.89, L_straight= 294.41, slack=  3.48, T_bat= 26.97, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 282.50, L= 297.96, L_straight= 294.47, slack=  3.48, T_bat= 26.98, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 282.60, L= 298.03, L_straight= 294.54, slack=  3.48, T_bat= 26.99, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 282.70, L= 298.10, L_straight= 294.61, slack=  3.49, T_bat= 26.99, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 282.80, L= 298.17, L_straight= 294.68, slack=  3.49, T_bat= 27.00, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 282.90, L= 298.23, L_straight= 294.75, slack=  3.49, T_bat= 27.01, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 283.00, L= 298.30, L_straight= 294.82, slack=  3.49, T_bat= 27.01, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 283.10, L= 298.37, L_straight= 294.88, slack=  3.49, T_bat= 27.02, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 283.20, L= 298.44, L_straight= 294.95, slack=  3.49, T_bat= 27.02, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 283.30, L= 298.51, L_straight= 295.02, slack=  3.49, T_bat= 27.03, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 283.40, L= 298.58, L_straight= 295.09, slack=  3.49, T_bat= 27.04, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 283.50, L= 298.65, L_straight= 295.16, slack=  3.49, T_bat= 27.04, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 283.60, L= 298.72, L_straight= 295.22, slack=  3.49, T_bat= 27.05, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 283.70, L= 298.79, L_straight= 295.29, slack=  3.49, T_bat= 27.06, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 283.80, L= 298.86, L_straight= 295.36, slack=  3.49, T_bat= 27.06, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 283.90, L= 298.92, L_straight= 295.43, slack=  3.50, T_bat= 27.07, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 284.00, L= 298.99, L_straight= 295.50, slack=  3.50, T_bat= 27.07, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 284.10, L= 299.06, L_straight= 295.57, slack=  3.50, T_bat= 27.08, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 284.20, L= 299.13, L_straight= 295.63, slack=  3.50, T_bat= 27.09, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 284.30, L= 299.20, L_straight= 295.70, slack=  3.50, T_bat= 27.09, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 284.40, L= 299.27, L_straight= 295.77, slack=  3.50, T_bat= 27.10, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 284.50, L= 299.34, L_straight= 295.84, slack=  3.50, T_bat= 27.11, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 284.60, L= 299.41, L_straight= 295.91, slack=  3.50, T_bat= 27.11, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 284.70, L= 299.48, L_straight= 295.97, slack=  3.50, T_bat= 27.12, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 284.80, L= 299.55, L_straight= 296.04, slack=  3.50, T_bat= 27.12, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 284.90, L= 299.61, L_straight= 296.11, slack=  3.50, T_bat= 27.13, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 285.00, L= 299.68, L_straight= 296.18, slack=  3.50, T_bat= 27.14, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 285.10, L= 299.75, L_straight= 296.25, slack=  3.50, T_bat= 27.14, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 285.20, L= 299.82, L_straight= 296.32, slack=  3.51, T_bat= 27.15, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 285.30, L= 299.89, L_straight= 296.38, slack=  3.51, T_bat= 27.15, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 285.40, L= 299.96, L_straight= 296.45, slack=  3.51, T_bat= 27.16, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 285.50, L= 300.03, L_straight= 296.52, slack=  3.51, T_bat= 27.17, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 285.60, L= 300.10, L_straight= 296.59, slack=  3.51, T_bat= 27.17, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 285.70, L= 300.17, L_straight= 296.66, slack=  3.51, T_bat= 27.18, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 285.80, L= 300.24, L_straight= 296.73, slack=  3.51, T_bat= 27.19, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 285.90, L= 300.30, L_straight= 296.79, slack=  3.51, T_bat= 27.19, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 286.00, L= 300.37, L_straight= 296.86, slack=  3.51, T_bat= 27.20, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 286.10, L= 300.44, L_straight= 296.93, slack=  3.51, T_bat= 27.20, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 286.20, L= 300.51, L_straight= 297.00, slack=  3.51, T_bat= 27.21, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 286.30, L= 300.58, L_straight= 297.07, slack=  3.51, T_bat= 27.22, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 286.40, L= 300.65, L_straight= 297.13, slack=  3.52, T_bat= 27.22, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 286.50, L= 300.72, L_straight= 297.20, slack=  3.52, T_bat= 27.23, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 286.60, L= 300.79, L_straight= 297.27, slack=  3.52, T_bat= 27.24, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 286.70, L= 300.86, L_straight= 297.34, slack=  3.52, T_bat= 27.24, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 286.80, L= 300.93, L_straight= 297.41, slack=  3.52, T_bat= 27.25, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 286.90, L= 300.99, L_straight= 297.48, slack=  3.52, T_bat= 27.25, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 287.00, L= 301.06, L_straight= 297.54, slack=  3.52, T_bat= 27.26, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 287.10, L= 301.13, L_straight= 297.61, slack=  3.52, T_bat= 27.27, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 287.20, L= 301.20, L_straight= 297.68, slack=  3.52, T_bat= 27.27, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 287.30, L= 301.27, L_straight= 297.75, slack=  3.52, T_bat= 27.28, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 287.40, L= 301.34, L_straight= 297.82, slack=  3.52, T_bat= 27.29, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 287.50, L= 301.41, L_straight= 297.88, slack=  3.52, T_bat= 27.29, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 287.60, L= 301.48, L_straight= 297.95, slack=  3.53, T_bat= 27.30, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 287.70, L= 301.55, L_straight= 298.02, slack=  3.53, T_bat= 27.30, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 287.80, L= 301.62, L_straight= 298.09, slack=  3.53, T_bat= 27.31, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 287.90, L= 301.69, L_straight= 298.16, slack=  3.53, T_bat= 27.32, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 288.00, L= 301.75, L_straight= 298.23, slack=  3.53, T_bat= 27.32, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 288.10, L= 301.82, L_straight= 298.29, slack=  3.53, T_bat= 27.33, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 288.20, L= 301.89, L_straight= 298.36, slack=  3.53, T_bat= 27.34, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 288.30, L= 301.96, L_straight= 298.43, slack=  3.53, T_bat= 27.34, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 288.40, L= 302.03, L_straight= 298.50, slack=  3.53, T_bat= 27.35, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 288.50, L= 302.10, L_straight= 298.57, slack=  3.53, T_bat= 27.35, Fy= 0.07, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
